crAss-like viruses	Guerin_crAss_Delta	Saccharomyces	Cryptococcus	Pseudomonas	Escherichia	Salmonella	Bradyrhizobium	Azospirillum	Sutterella	Bilophila	Akkermansia	unclassified Lentisphaeria	Firmicutes: environmental samples	Staphylococcus	Bacillus	Listeria	Streptococcus	Lactobacillus	Enterococcus	Clostridium	Butyricicoccus	Clostridiales: environmental samples	Butyrivibrio	Roseburia	Coprococcus	unclassified Lachnospiraceae	Dorea	Anaerostipes	Blautia	Lachnoclostridium	Eubacterium	Oscillibacter	unclassified Oscillospiraceae	Ruminococcus	Gemmiger	Faecalibacterium	Subdoligranulum	unclassified Ruminococcaceae	unclassified Clostridiales (miscellaneous)	unclassified Clostridia	Coprobacillus	unclassified Erysipelotrichaceae	Mitsuokella	Megamonas	Phascolarctobacterium	Megasphaera	Dialister	unclassified Firmicutes sensu stricto (miscellaneous)	Bifidobacterium	Collinsella	Bacteroides	unclassified Bacteroidaceae	Alistipes	Prevotella	Odoribacter	Parabacteroides
PCO-B4-R2	-6.6668	-6.6798	10.6953	7.1151	13.8711	12.368	15.3913	1.0401	0.4043	-4.4706	-6.6637	-3.8853	-3.4896	-1.9711	13.1004	14.2388	13.7834	2.7625	13.0618	13.5398	1.894	-6.4596	-0.3155	-2.748	-2.1983	-1.9669	-0.0671	-4.4195	-5.049	-2.6935	-2.7603	-1.265	-2.3222	-4.289	-0.2242	-5.1377	-0.915	-4.7049	-0.2893	-0.1436	-3.7187	-2.4553	-2.6906	-4.6314	-3.0678	-5.6509	-3.2639	-5.7494	-0.3157	-0.0839	-3.0754	0.0222	-6.6654	-2.5206	-0.9691	-3.3788	-3.256
D06-NF-R2	0.1678	-12.0398	-8.0445	-9.0294	-2.247	-2.6885	-5.291	-5.4326	-3.3271	-2.1199	-7.8012	-4.0763	-8.0686	3.8565	-3.6455	-2.2242	-6.6864	1.6808	-2.8152	-2.4235	5.377	3.4438	1.0771	-0.9438	3.8422	3.2642	6.9694	4.7705	3.4417	6.2682	3.1663	5.8512	3.7446	1.558	7.3747	2.101	9.0186	2.4439	4.3208	5.1407	-3.1969	2.0616	-1.4902	-6.1342	-7.6617	-5.5424	-5.3419	4.19	3.2928	7.3536	5.0265	9.4948	-3.815	5.7799	-1.6726	-2.9894	0.6707
D10-ZR-R2	-1.1316	-3.8246	-9.2588	-9.9492	-3.9056	-2.7144	-6.4472	-6.2909	-6.7182	-8.9762	-6.9692	-1.2323	-9.7702	3.3706	-4.286	-2.1506	-5.6486	1.7937	-1.0233	-1.9461	5.2767	3.2033	-0.9351	-1.0623	5.9469	5.4221	4.0207	3.1131	2.1361	5.5241	4.6816	3.7311	3.1467	-0.7249	5.3436	-0.8192	0.9921	1.8618	3.9977	5.3052	4.5316	-1.446	-1.3484	-8.2792	6.6148	4.7621	-6.0365	-5.0325	2.5853	0.5146	4.7981	10.57	0.3275	4.6729	1.0323	3.6972	4.9537
D01-OF-R2	-2.5454	-10.4958	-8.9664	-9.2142	-3.3814	-1.8731	-6.99	-5.6915	-3.7898	-5.4925	2.6397	3.6249	-8.5246	2.8829	0.8552	-2.9746	-7.7784	2.8665	-3.7644	-2.1067	4.9764	2.2394	2.0788	-1.9151	5.4683	3.4421	4.9454	3.7405	1.9828	5.4455	1.3146	4.5702	2.9862	0.6578	7.122	2.5481	6.8953	3.48	5.3328	4.8193	0.5069	-1.8803	-0.8027	-6.7922	-7.5215	-6.7823	-6.1547	2.7341	1.0754	3.4732	-2.4011	8.1532	0.4682	6.9079	-1.8852	3.4825	6.0075
D04-OF-R2	-8.7123	-9.1681	-7.6629	-9.2751	-3.4317	-4.3657	-6.0868	-5.6443	-5.8724	-1.5807	-1.5025	-4.3231	3.1063	2.6968	-4.7717	-2.6995	-7.5495	-1.8353	-2.1523	-2.4992	5.3466	1.211	3.7446	2.7782	4.2175	5.1841	4.4889	2.2685	0.7038	3.46	-0.3081	4.2929	4.2409	3.1562	3.9981	0.2885	5.5711	0.4012	4.1412	4.3057	-1.6499	-1.1368	2.6671	1.8845	-6.3316	-2.9983	-3.7383	1.5911	2.7032	5.5812	2.117	5.2345	-2.1221	3.7282	6.3004	2.6952	3.3136
D10-ZR-R1	-1.1447	-5.251	-8.8989	-9.631	-3.7755	-3.1682	-6.3517	-6.0686	-5.6048	-8.4655	-8.4257	-1.5469	-8.5312	3.3925	-4.4482	-2.1995	-6.029	1.6214	-1.1469	-1.9643	5.1687	3.2761	-0.8597	-1.1294	6.176	5.4411	4.1226	3.803	1.7733	5.5608	4.4221	3.7809	3.2428	-0.8386	5.2949	-0.25	1.0833	2.2523	4.5609	5.4656	4.2265	-1.0816	-1.167	-8.3667	5.9911	4.5668	-6.1275	-5.4723	2.6244	1.4462	6.2366	10.06	-0.1487	4.6552	0.2722	3.0693	4.5065
PCO-B1-R1	-7.4893	-8.3785	9.781	6.934	14.7382	13.262	16.2484	1.9225	1.1796	-2.1884	-4.826	-3.0981	-3.5858	-2.4415	13.1388	14.0997	13.5403	2.925	12.6093	13.7752	1.9507	-5.5848	0.5038	-2.5396	-3.357	-4.6078	-0.1054	-4.9343	-5.1852	-2.9703	-1.8847	-1.5883	-3.0217	-4.6043	7e-04	-6.4163	-2.2341	-4.7871	0.2531	0.3182	-4.2722	-3.246	-3.3214	-4.7923	-3.3939	-5.052	-2.3979	-4.2957	-0.1288	-0.2667	-2.6018	-0.5573	-6.9132	-1.4983	-0.8259	-5.0565	-2.7323
D04-ZH-R2	-8.0628	-8.3557	-7.4879	-9.7555	-3.599	-4.3263	-6.1702	-5.6061	-5.9922	-2.0317	-1.8635	-4.8047	2.546	2.9897	-4.5232	-2.5942	-7.0242	-1.8786	-2.6963	-2.1188	5.0816	1.2478	2.496	3.7757	4.5352	6.2629	4.6855	2.3909	-0.029	3.1788	-0.3018	4.8185	4.2255	2.8709	3.6057	0.1711	5.2153	0.2893	4.3636	4.2142	-2.0011	-1.1047	2.8815	3.0139	-6.0672	-1.4355	-3.4548	2.1886	3.0952	5.3009	2.2489	4.6909	-2.955	2.6886	6.4883	2.0073	2.6714
D02-ZF-R3	2.2441	2.2269	-7.1319	-9.1749	-4.1529	-5.7115	-7.2827	-6.6733	-4.0764	-6.7301	0.1915	-3.4403	-8.6808	2.3261	-5.4221	-3.1509	-7.6857	3.2371	2.1921	-2.5481	5.1954	1.7316	1.865	-0.7843	4.8987	3.0552	5.5582	3.0632	1.9759	6.6141	0.9827	4.9394	3.5824	4.1805	6.7952	3.9889	5.9258	3.5535	3.7729	5.4557	-3.1696	1.3809	-2.1437	-7.424	-8.4643	1.8383	-6.4314	-6.2041	4.0839	4.5918	1.1733	8.3016	-0.8741	3.2989	-1.2846	1.6703	2.751
D06-NF-R3	-0.1213	-13.3653	-8.1555	-9.8847	-2.2688	-2.8668	-5.4704	-5.5881	-3.0389	-2.0575	-7.6866	-4.0381	-7.4284	3.8504	-3.8482	-2.205	-6.9981	1.7353	-2.716	-2.4103	5.3969	3.5572	1.1431	-0.945	3.7648	3.3325	6.9671	5.0492	3.7893	6.3408	3.1229	5.9653	3.7758	1.6296	7.5093	2.2664	8.9683	2.57	4.4947	5.1039	-3.1643	2.2795	-1.4517	-6.3296	-7.305	-5.5203	-5.3729	4.4916	3.4053	7.4724	5.0985	9.4296	-4.0802	5.829	-1.6989	-2.8803	0.5579
D01-OH-R2	-1.9346	-10.9398	-8.1229	-9.1098	-3.2935	-2.5357	-6.9961	-5.5357	-4.1346	-5.2035	2.493	2.8977	-7.3845	2.6225	0.8587	-2.8237	-7.5564	1.9179	-3.2954	-1.726	5.6782	2.2874	2.0488	-2.1055	6.1208	2.7737	4.7151	3.0313	1.192	4.4028	1.2269	4.6519	3.3771	0.7709	7.0965	2.2902	7.7681	3.3093	6.2415	4.9789	0.6573	-1.999	-0.4383	-7.6176	-7.1673	-6.9735	-6.3705	2.5689	1.3037	2.4791	-2.9504	8.5693	0.8853	7.0379	-1.6468	3.5525	6.0559
D07-OF-R1	-3.3942	-3.433	-8.3257	-10.7801	-3.9894	-3.7395	-6.9296	-6.5033	5.4877	2.1148	1.6878	-4.1249	1.1226	2.8752	-5.625	-3.4162	-7.7518	1.0166	-1.8919	-2.6441	5.0119	1.7831	1.9154	-2.234	3.1995	4.8522	5.7754	3.6078	2.6064	5.6904	0.9481	4.9524	2.7668	1.0518	6.9673	3.7448	6.5157	3.3564	5.0958	3.3488	-4.2694	4.0957	-1.0254	-7.9526	-6.4943	-2.8914	-6.134	-6.1073	2.3902	4.251	-3.4995	7.6669	-1.9655	5.5853	-2.4663	2.3192	3.7853
D04-ZF-R1	-9.373	-9.6784	-7.4749	-9.1705	-3.4791	-3.9704	-5.7065	-5.8053	-5.9051	-2.158	-1.6999	-5.1302	2.2536	2.827	-4.5094	-2.6299	-6.9688	-1.6671	-1.7365	-1.8267	4.7183	1.4067	2.5604	3.1666	4.3205	6.0045	4.7518	2.6626	0.9972	3.937	-0.1843	4.566	4.1904	2.8625	4.4409	0.4089	6.0464	0.4214	4.043	4.1373	-2.1929	-1.2217	3.0681	3.7858	-6.3926	-1.7175	-3.1184	2.0982	2.9765	5.8646	2.2374	4.4674	-4.3312	2.4762	6.2775	1.6563	2.4171
D07-ZF-R3	-2.8314	-2.8448	-8.4112	-11.3322	-4.0677	-3.3614	-6.9634	-6.2725	5.3369	1.4301	1.454	-4.2834	0.8517	2.9527	-5.6405	-3.4023	-7.3922	1.628	-1.7394	-2.5233	4.9033	1.6507	1.4866	-2.2813	2.4536	4.5953	5.5164	3.8429	2.4276	5.8464	0.9653	4.9687	3.2357	1.2871	6.8231	4.0152	6.6072	3.5813	5.5006	3.494	-3.855	3.3892	-1.476	-7.6	-6.3	-2.8643	-6.2036	-5.9567	2.7021	3.9957	-3.8326	7.6476	-2.0792	5.2728	-2.23	2.1388	3.7437
D07-OH-R3	-4.2259	-4.2641	-8.2235	-10.1256	-3.5119	-3.3043	-6.8084	-5.5386	5.8814	2.1764	2.0177	-3.9026	1.3511	2.8438	-5.8766	-3.4594	-7.6622	-1.2403	-2.1954	-2.1382	4.7578	1.9714	2.0005	-2.5159	3.0673	5.0115	5.3711	3.5596	1.423	5.0353	1.1735	3.8935	3.6955	1.7557	6.8211	4.1111	7.3762	3.6886	6.2387	3.9094	-3.144	2.738	-1.9579	-7.4554	-7.546	-3.3813	-6.0617	-6.1372	2.6743	3.6476	-3.1968	7.8762	-1.9063	5.9111	-2.0723	2.0558	3.8172
D10-ZH-R1	-1.2262	-4.9525	-8.6121	-8.8785	-3.1861	-2.5594	-6.1786	-5.5945	-5.4131	-7.7967	-7.5317	-1.3152	-9.7671	2.7256	-4.2861	-2.1094	-5.8425	0.8992	-1.7973	-2.2499	5.7555	4.0952	-0.3942	-0.9838	5.9799	4.5202	3.7867	1.9574	-0.3327	4.8985	5.1015	2.88	4.4871	0.0209	4.0755	0.1113	1.4678	3.1444	4.7253	6.1398	4.6199	-2.6818	-0.9618	-8.0942	6.537	4.6978	-5.5214	-5.1585	1.7226	-0.7156	3.8325	10.4737	0.4828	5.2705	0.6095	3.8781	5.2446
D07-OF-R3	-3.8979	-3.9698	-8.1142	-10.5498	-4.2658	-3.8742	-6.8314	-6.8079	5.4013	1.6895	1.4188	-3.4252	0.9896	2.7136	-4.779	-3.4263	-7.3463	1.4991	-1.4305	-2.6988	4.93	1.6941	1.5131	-2.2242	3.2628	4.6474	5.7491	3.5927	2.6449	5.6746	0.8404	4.8702	2.5475	0.7334	6.9615	3.7525	6.471	3.3607	4.9589	3.2361	-4.1419	4.0097	-1.0553	-8.2727	-6.6789	-2.9463	-6.2051	-2.9849	2.2126	4.0834	-3.5994	7.6129	-2.0673	5.3398	-2.609	2.1151	3.6755
D05-OH-R2	0.4672	0.2927	-6.7993	-8.8444	-2.0913	-3.1852	-6.2637	-6.3013	-5.359	3.6848	0.69	3.1166	-7.8648	5.5352	-5.4274	-3.2839	-7.7861	1.1399	-3.625	-2.7325	6.0364	1.8192	1.0304	-2.6732	3.7515	0.9503	2.9879	2.5634	2.3433	4.3568	2.226	4.072	2.3533	-0.4184	4.5301	1.14	5.7651	1.5322	4.1492	2.6833	-3.7243	-1.4445	-2.4079	-6.3669	-6.1257	-6.4908	2.6262	2.3561	0.4101	5.0873	3.2999	8.0766	-2.2514	4.4921	-1.5023	1.3017	6.1025
D05-ZH-R3	1.6177	1.4805	-7.6079	-9.9327	-2.2048	-2.8763	-6.5578	-6.242	-5.7391	3.7482	0.7621	3.3098	-7.6692	5.4276	-5.7051	-3.2968	-8.2304	0.841	-3.6829	-2.7971	5.9614	1.3292	0.897	-2.7073	3.2305	1.0544	2.902	2.2243	1.9003	4.5429	2.6264	3.164	2.6612	-0.2152	4.083	1.1304	5.2544	1.6186	3.8109	2.6157	-3.8721	-1.8829	-2.7961	-6.2599	-5.3324	-6.0605	3.4725	4.7705	0.5158	5.1021	3.075	8.0434	-2.086	4.6311	-1.4621	1.3577	6.0546
D06-ZR-R1	0.4725	-13.3874	-8.3679	-9.2593	-2.1526	-3.0195	-5.7584	-5.1547	-3.6348	-2.3115	-7.4118	-4.1055	-7.5904	4.0808	-3.8626	-2.3577	-6.9077	1.1602	-2.9559	-2.4962	5.0946	3.7017	1.2311	-1.1754	3.7795	3.1743	6.3247	4.655	3.1652	6.1663	3.2092	5.7407	4.4439	2.3385	7.6567	2.7334	7.6881	3.23	4.5318	5.3675	-3.2889	1.2544	-1.0903	-5.9646	-7.6174	-5.591	-4.9478	5.362	3.4469	7.8102	5.3458	9.0635	-4.3589	6.753	-1.7117	-2.7464	0.2447
D09-ZF-R3	-0.6254	-9.2154	-7.8085	-10.9544	2.8757	0.8666	-6.7758	-7.0973	-6.0163	3.8833	2.0847	-4.6946	-4.4258	2.0474	-6.0966	-3.6519	-7.3066	-0.2468	-4.5965	-2.3458	4.419	2.5236	-1.426	-3.2698	2.5666	2.3676	3.8676	2.8764	2.0475	4.4473	0.6291	4.2453	2.7866	-2.4095	4.1296	2.2334	6.9745	2.1073	3.1225	3.6938	-2.8254	1.6911	-3.5575	3.1633	-5.0418	0.437	-5.103	2.61	2.41	4.7815	2.1171	7.666	4.1771	4.4101	-0.3176	2.6296	2.9205
D06-OR-R3	-0.9072	-11.9883	-8.4462	-9.7917	-2.5595	-2.9271	-5.8155	-6.004	-1.4481	-2.0775	-5.3712	-3.9579	-6.1347	3.6016	-3.6045	-2.5242	-6.6436	2.7473	-2.878	-2.6651	5.3458	3.7281	0.6354	-1.1297	3.7712	2.866	6.6779	5.1126	3.1911	6.2192	2.6002	6.2919	3.6093	1.5155	7.0788	2.1839	8.123	2.5608	4.3718	4.8395	-3.8185	2.5951	-1.7934	-6.7233	-7.1125	-5.8581	-5.6469	4.117	3.2516	6.9709	4.7265	9.5373	-3.9616	6.538	-1.414	-2.2973	0.6927
D06-NF-R1	-1.509	-9.9741	-7.9226	-9.3144	-2.3471	-3.011	-5.6806	-5.6906	-2.8594	-2.522	-7.6713	-4.4735	-7.7895	3.7084	-3.7523	-2.1696	-7.225	2.2143	-2.6686	-2.3791	5.2659	3.9094	0.9902	-0.892	4.3482	3.4573	6.9058	5.3841	3.7888	6.6058	3.0782	5.9115	3.3809	1.2224	7.4667	2.2905	8.9047	2.4448	4.5208	4.6196	-3.3091	2.558	-1.5673	-6.3299	-7.618	-5.7591	-4.9938	4.8375	3.2793	7.6085	5.2051	9.0963	-4.1183	5.3098	-1.9506	-3.0539	0.2387
D02-OH-R3	2.802	2.7793	-7.824	-9.209	-3.7033	-4.9366	-6.7332	-6.4681	-4.3089	-6.5743	0.6421	-2.9504	-7.9976	2.2423	-5.1188	-3.0474	-6.6056	3.2413	1.3215	-2.3565	5.6407	1.578	2.0458	-1.3412	4.8617	2.408	5.2578	1.9745	0.3567	5.5653	0.9983	4.3319	4.0014	4.7747	5.3207	3.1202	6.6064	2.7032	3.9264	5.5425	-2.6613	-0.1042	-2.4366	-7.4517	-8.2175	2.0705	-7.0767	-5.9589	4.7969	3.0693	-0.2077	9.2467	0.06	4.1129	-0.3084	2.5453	3.6538
D01-ZH-R1	-1.9227	-10.031	-8.7738	-8.7774	-3.3328	-2.8464	-7.3206	-5.2787	-4.0441	-5.2738	2.2247	3.1847	-7.7455	3.0123	0.218	-2.9769	-7.5022	1.2783	-3.8655	-1.729	5.2808	2.7203	1.9348	-1.7616	5.6694	3.2127	4.8183	3.3546	1.4106	5.1912	1.4182	4.6206	3.1805	0.6576	6.7169	2.6538	7.6269	3.3565	5.4694	5.0162	0.6296	-2.2421	-0.7574	-6.7753	-7.2888	-6.7757	-5.9575	3.5027	1.6779	3.4265	-2.6472	8.1111	0.3145	6.8912	-1.9397	3.1329	5.6519
PCO-B3-R3	-3.8308	-8.0801	9.6823	11.112	11.2018	12.2416	13.0338	-1.5226	-2.5296	-2.7059	-3.8694	-5.5711	-7.2958	-1.9189	12.1535	13.1296	12.5898	1.604	12.0148	11.9297	0.9458	-2.1003	-2.7994	-4.6738	0.2022	-1.7179	0.045	-1.2278	-3.2567	0.8508	-4.2712	-0.5771	-3.1881	-4.159	1.3997	-2.8639	1.6948	-1.7766	-0.7056	-0.6384	-5.3722	-3.0997	-4.128	-6.5874	-6.2434	-2.9465	-3.547	-6.1606	-1.3791	-1.6311	-1.3959	3.0926	-7.9595	0.4474	-3.5205	-1.9574	-2.1631
D01-OH-R1	-1.7118	-10.7962	-8.7028	-8.94	-3.3682	-2.0318	-7.093	-5.6194	-4.2636	-4.8698	2.661	2.0464	-7.7512	2.505	0.6061	-2.9315	-7.6607	1.7749	-3.9226	-1.7051	5.9145	2.5566	2.1236	-1.9934	6.4908	2.6804	4.6769	2.6096	0.9131	4.1218	1.4357	5.031	3.6593	0.8805	7.1319	2.2716	7.9967	3.0627	6.3462	4.8703	-0.0137	-2.1741	-0.5376	-7.2999	-7.2858	-7.0709	-6.3853	2.4769	1.4295	2.3946	-3.0526	8.9682	1.3282	7.2178	-1.2139	3.7978	6.4152
D07-ZF-R1	-2.4814	-2.5042	-8.5139	-10.8928	-3.7609	-3.5276	-6.9357	-6.1143	5.3807	1.8704	2.0294	-3.9764	1.3658	3.0933	-5.7965	-3.349	-7.6808	0.5727	-2.3265	-2.4883	4.786	1.7644	2.0375	-2.5108	2.2831	4.2924	5.0573	3.2001	1.7554	5.2193	0.9919	4.9099	3.6799	1.7545	6.3972	3.7391	6.7941	3.3941	5.6029	3.6282	-3.6172	3.0424	-1.7348	-7.3583	-6.4094	-2.6971	-5.9186	-5.9671	2.8424	3.7253	-3.6993	7.6817	-1.8661	5.6394	-2.6539	2.3504	3.8998
D05-ZR-R2	0.4639	0.3049	-6.3509	-9.1858	-2.2725	-3.2871	-6.8149	-6.1434	-5.6775	3.5466	0.6084	3.2802	-7.4855	5.4325	-5.7842	-3.5114	-8.4303	1.1273	-3.6654	-2.8982	5.2801	1.7343	0.9122	-2.5318	3.3412	1.5195	3.1921	2.5425	2.2395	5.0487	2.5036	3.0144	2.5407	-0.2667	4.551	2.0229	5.2426	2.1398	3.8774	2.6372	-3.8711	-1.9689	-2.8456	-6.3241	-5.986	-6.5047	3.5401	4.2985	0.4776	5.8566	3.7009	7.6914	-2.4876	4.5077	-1.733	1.1394	5.711
D03-ZF-R3	0.0348	-7.5608	-9.6414	-10.9505	-3.8645	-1.325	-5.4601	-6.7255	-3.8153	-0.5284	-2.5823	-0.5481	-7.5912	1.6931	-5.0934	-3.6938	-8.2082	3.3897	-3.266	0.7394	4.3063	1.2828	-0.3105	-2.5049	3.7197	3.2313	4.6896	3.8584	0.5608	5.1961	0.0012	3.519	3.027	0.552	4.6501	1.2559	6.0833	0.9957	4.8147	3.1811	-3.2268	-0.4996	1.3149	-6.4731	5.8748	0.7935	-6.878	3.4185	1.9697	3.9586	4.5264	6.4217	-0.158	4.274	7.7916	-2.4249	2.2043
D03-ZF-R1	0.5714	-6.9149	-10.16	-10.6511	-3.3877	-1.3986	-5.5316	-6.2765	-6.7029	-0.0702	-2.0355	0.3752	-8.169	1.8412	-5.4165	-3.6842	-8.3042	1.8367	-3.0832	1.0173	4.2942	1.4977	0.2531	-2.5332	3.5805	3.0457	4.5106	3.4302	-0.1299	4.8818	0.0322	3.3202	3.605	1.1214	4.3372	0.9402	5.6367	0.8491	4.7546	3.606	-2.5418	-1.0458	1.2042	-6.0455	5.2903	1.2424	-6.6022	3.5853	2.1341	3.9176	4.4211	6.834	-0.3182	4.8674	7.6712	-2.1937	2.6906
D04-OF-R3	-9.0768	-9.3414	-7.7916	-9.1354	-3.4986	-4.3603	-6.1893	-5.7604	-6.1294	-2.3469	-1.576	-4.9838	2.3521	2.6261	-4.9022	-2.7183	-7.3137	-1.7131	-1.6436	-2.3771	4.8552	1.371	3.0957	3.1482	4.5941	6.0319	5.1514	3.1167	1.5558	4.1391	-0.1061	4.7462	3.7985	2.6394	4.473	0.6818	5.8659	0.5567	4.0933	4.0615	-2.2846	-0.8564	3.2618	2.1455	-6.4965	-2.8343	-3.8906	1.8388	2.697	6.2653	2.5935	4.7571	-2.7435	2.9865	5.7347	2.117	2.7189
D04-OR-R1	-9.4441	-10.0672	-7.8319	-9.86	-3.3654	-4.3417	-6.2318	-5.7995	-5.8192	-2.6295	-1.6343	-5.0491	1.9408	3.0356	-4.6632	-2.5368	-7.1184	-1.6498	-1.7317	-2.3129	4.9689	1.5069	2.9039	3.0538	4.7685	6.2001	5.2518	3.2313	1.5487	3.951	-0.1413	4.8688	4.1588	2.7659	4.1981	0.5557	6.13	0.6066	4.3442	4.5754	-1.9119	-0.626	3.1289	2.5733	-6.1377	-2.2602	-3.8479	2.0052	3.0775	6.0812	2.443	4.3804	-2.9817	2.5348	5.3951	1.5838	2.2254
D05-OR-R1	0.8353	0.6612	-5.4338	-9.1966	-2.5841	-3.2113	-6.375	-6.4989	-5.9509	4.2679	1.014	3.499	-7.838	4.6782	-5.8661	-3.3628	-7.7839	1.3187	-3.8902	-2.8225	6.1293	1.6941	0.4569	-2.8847	3.7826	0.8121	2.8817	2.4539	2.2164	4.1678	2.4039	4.1386	2.4539	-0.5015	4.2238	1.2435	6.4878	1.5284	4.0176	2.4224	-4.2174	-1.5159	-2.5758	-7.1362	-6.2449	-6.6916	2.3683	2.8813	0.2047	5.1921	3.2128	8.4541	-1.7761	4.9954	-1.1621	1.8522	6.5703
D02-OR-R3	1.8841	1.8568	-6.7921	-9.5565	-4.1535	-5.2496	-7.2585	-7.067	-3.237	-6.2072	0.2774	-3.2869	-7.8422	2.2861	-5.1166	-3.1667	-7.2768	3.7888	2.0432	-2.4931	5.4539	1.639	1.8444	-1.2633	4.9809	2.6481	5.3657	2.5341	1.6864	5.7842	0.8793	4.9499	3.5513	4.1159	6.1492	3.1727	5.8315	2.729	3.6044	5.2608	-3.3314	1.4996	-2.2043	-7.5327	-8.0698	1.9153	-6.8298	-4.8187	4.3474	3.8755	0.6202	8.699	-0.4874	3.6249	-0.8922	2.0314	3.2034
PCO-B3-R1	-7.535	-7.4196	10.2193	7.2033	14.5705	13.0763	16.0809	1.8848	1.1369	-2.8961	-4.8146	-3.3046	-3.7441	-2.6893	12.9416	14.0479	13.4339	2.8192	12.8097	13.6575	1.9934	-5.0583	0.1581	-3.1573	-4.0813	-3.805	-0.1751	-4.5819	-4.8229	-3.1655	-2.6775	-1.3444	-3.0835	-3.9547	-0.0529	-6.3916	-2.1051	-4.7645	0.1666	0.2038	-3.3709	-3.478	-2.5771	-4.8993	-3.4354	-5.1117	-2.4494	-3.987	-0.2908	-0.2076	-2.7662	-0.4682	-6.5677	-2.0921	-0.7736	-5.6895	-2.6143
D06-ZH-R2	1.1299	-12.5857	-8.8413	-11.6927	-1.8191	-2.5671	-6.5121	-4.3072	-4.7584	-1.5884	-4.9508	-3.747	-7.6021	4.7629	-4.4957	-2.6271	-7.5895	1.7867	-3.135	-2.6387	5.1349	3.6583	1.0662	-1.5351	3.8262	2.3313	5.7969	4.0693	1.7412	5.332	3.0056	5.7386	4.8678	2.7554	6.8322	2.233	7.6452	3.0098	4.2127	6.068	-3.5563	1.306	-0.954	-6.2077	-7.5701	-4.0506	-5.0071	5.7832	3.5543	7.043	4.9712	9.6315	-3.7849	7.2847	-1.2333	-1.9808	0.76
D04-ZR-R2	-9.1769	-9.6319	-7.9381	-9.6628	-3.4041	-4.3173	-6.1753	-5.6001	-5.9271	-2.0342	-1.5011	-4.9124	2.3514	2.9388	-4.7208	-2.686	-7.2078	-2.1151	-2.2626	-2.1669	4.9067	1.3845	2.9339	3.5438	4.3419	6.2	4.6169	2.376	0.1642	3.2879	-0.1986	4.6591	4.5979	3.2582	3.8563	0.5472	5.907	0.6759	4.3302	4.4841	-1.8948	-1.1843	2.8842	3.7432	-6.3141	-1.4532	-3.221	2.2919	3.1536	5.36	2.5074	4.542	-3.2111	2.6791	6.2146	1.7245	2.4552
D03-OF-R3	0.1028	-6.778	-9.8073	-9.975	-3.4874	-1.4686	-5.2476	-6.427	-6.7223	0.2626	-2.2392	-1.0409	-8.2417	1.483	-5.1172	-3.617	-8.1743	3.1702	-3.1845	0.9427	4.5071	1.3798	0.0115	-2.5608	4.1736	3.186	4.9072	3.8028	0.5736	5.0816	0.1291	3.6315	2.7635	-0.2254	4.5628	1.1538	5.836	0.8821	4.6771	2.9746	-3.1082	-0.7162	1.6254	-6.6218	5.8736	0.3481	-6.7508	2.1824	1.6599	3.8485	4.5747	7.0895	0.4016	4.7785	8.1703	-2.0654	2.8293
D01-ZH-R2	-1.3108	-8.8854	-8.7119	-8.3377	-3.3406	-3.2302	-7.3808	-5.4962	-4.2679	-5.362	1.5769	2.5379	-7.2816	3.1581	0.7021	-2.9866	-7.5729	1.3051	-3.8386	-1.8014	5.4807	2.7407	1.5951	-1.6174	5.696	3.2669	4.9512	3.1143	0.7927	4.9414	1.4297	4.972	3.1461	0.4395	6.796	2.7404	7.2178	3.3957	5.6645	4.9392	0.0628	-2.1322	-0.4733	-6.3144	-6.9948	-6.8108	-5.8918	4.127	1.9775	2.5195	-2.5268	7.8647	0.0622	6.661	-1.964	3.1992	5.4566
D10-ZR-R3	-1.8146	-5.5405	-8.7222	-10.4019	-3.7841	-3.262	-6.3429	-6.5896	-6.3545	-8.0717	-7.7097	-1.6551	-9.3818	3.6458	-4.4243	-2.1795	-5.7387	1.8058	-0.8817	-1.8883	5.251	3.4253	-0.8049	-1.0057	5.7342	5.5513	4.1481	3.5527	2.4384	5.7927	4.5191	4.1531	3.245	-0.8979	5.74	-0.4305	1.0983	2.1517	4.6163	5.4325	4.3384	-1.1436	-1.2427	-7.9833	6.0676	4.5301	-6.0858	-5.2776	2.8352	1.7648	5.968	9.9514	-0.2485	4.444	0.1951	2.9869	4.481
D05-OR-R3	0.1342	-0.0393	-6.2594	-9.1062	-2.4426	-3.4385	-6.8114	-6.721	-5.5934	3.4083	0.4309	2.8986	-7.9068	5.07	-5.7302	-3.3338	-7.7538	1.886	-3.5857	-2.8711	5.7895	1.8319	0.683	-2.429	4.0196	1.5873	3.4457	2.9848	2.9797	5.2257	2.2875	4.0939	2.0536	-0.7963	4.8754	1.7556	5.8855	1.8224	4.0025	2.5393	-4.028	-1.0378	-2.2566	-6.6624	-6.2078	-6.8784	2.8081	2.9255	0.1564	5.822	3.8207	7.7703	-2.5006	4.269	-1.7087	1.0604	5.7756
