Saccharomyces cerevisiae	Cryptococcus neoformans	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Salmonella enterica	Azospirillum sp. 51_20	Sutterella wadsworthensis	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:103	Staphylococcus aureus	Bacillus subtilis	Listeria monocytogenes	Streptococcus thermophilus	Lactobacillus fermentum	Enterococcus faecalis	uncultured Clostridium sp.	Clostridium sp. CAG:138	Clostridium sp. CAG:217	Clostridium sp. CAG:354	Clostridium sp. CAG:356	Clostridium sp. 28_12	Clostridiaceae bacterium	uncultured Clostridiales bacterium	Butyrivibrio crossotus	Roseburia intestinalis	Roseburia faecis	Roseburia inulinivorans	Roseburia sp. CAG:50	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	Coprococcus sp. CAG:131	Coprococcus sp.	Coprococcus sp. AF16-22	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	Anaerostipes hadrus	[Ruminococcus] gnavus	[Ruminococcus] torques	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Blautia sp. AF19-1	Blautia sp. BIOML-A1	Fusicatenibacter saccharivorans	[Eubacterium] eligens	Eubacterium ramulus	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	Eubacterium sp.	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus callidus	Ruminococcus lactaris	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp. AM28-13	Gemmiger formicilis	Faecalibacterium prausnitzii	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Subdoligranulum sp. 60_17	Ruminococcaceae bacterium	Clostridiales bacterium	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Coprobacillus sp. AF21-8LB	Erysipelotrichaceae bacterium	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium faecium	Megasphaera massiliensis	Dialister invisus CAG:218	Dialister sp. Marseille-P5638	Firmicutes bacterium CAG:65_45_313	Firmicutes bacterium AF22-6AC	Bifidobacterium adolescentis	Bifidobacterium animalis	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Collinsella aerofaciens	Collinsella stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. NMBE5	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 3BBH6	Prevotella copri	Prevotella sp.	Prevotella sp. AM23-5	Odoribacter splanchnicus	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D08-OR-R1	-5.2724	-10.4205	-2.3885	-3.291	0.5329	-3.1835	-8.4676	-7.1141	-0.0543	-6.6546	-1.4667	4.0988	1.3867	-4.8294	-6.0687	-3.4066	-4.1351	-2.292	4.2624	-5.464	-7.0655	-9.9812	-12.5993	-11.4979	4.2208	3.1584	-1.5243	6.1146	-1.1467	1.0122	-4.8161	-1.6494	2.64	1.65	-11.5441	-1.0353	-7.0617	-4.9901	-5.5048	5.5907	5.729	4.4536	4.2131	2.09	4.2816	5.5568	4.174	5.9362	2.4931	3.007	3.889	3.0027	-1.9739	-8.1853	-6.3649	2.1507	4.3027	3.1484	-4.9096	-5.0749	3.6331	3.3766	6.3849	6.0093	4.2938	3.8647	7.8358	-0.7175	1.8223	2.8413	1.5967	4.9118	5.6616	5.5231	1.7029	-0.286	-3.7153	-3.5094	-9.3092	-10.1999	-10.1424	4.2558	-8.1474	-12.5998	-8.5015	4.1124	3.1202	2.177	0.7812	-2.1355	2.4402	3.541	-4.7781	5.0949	7.2854	6.4508	8.5285	6.4882	8.12	6.1549	-0.1037	4.5815	-0.1285	-6.7211	0.7788	5.5032	3.8454	2.6544	-2.3906	-2.8277	-6.502	-1.1609	3.8855	-2.7386	9.058	-1.7073	-1.2196	6.3049	5.8338	6.7029	3.4004	0.229	5.3604	2.3309	3.2865	0.8306	-2.1498	-4.1686	-9.7266	5.2771	-3.007	6.4166	4.5766	-1.9321
D02-ZR-R3	-4.753	-9.8468	0.954	-5.2846	-2.6467	-5.2276	-8.933	-8.573	-2.1851	-7.2788	-5.2579	1.4853	0.5658	-4.833	-6.8093	1.3835	-4.7501	-3.1717	4.3709	-3.8647	-10.3671	-4.1961	-5.2362	-4.7648	3.8432	3.6696	-2.0657	3.75	2.5851	1.2731	0.6062	-0.9936	3.1038	2.1067	-5.4445	-1.2956	-4.9158	-1.8946	-4.6648	3.0175	6.5092	3.1949	3.2984	3.9349	4.9867	4.621	4.1929	4.6779	2.5705	6.2376	3.9478	0.4229	0.9202	-10.833	-7.9581	1.5805	0.7417	4.8095	4.6756	4.6692	5.4259	-0.2126	-3.5826	6.5214	-5.057	5.2423	6.5032	0.1813	0.2265	-0.9417	-0.1002	3.3849	4.6318	6.8947	3.8643	-1.1995	0.101	-2.9958	-8.4097	-10.6449	-12.7236	2.4545	-8.9536	-12.6596	-9.8598	4.5971	4.9487	-5.7422	4.8968	-5.9237	-4.294	1.4706	-5.3211	4.835	4.9272	7.4717	-0.4424	7.0691	8.2415	5.754	0.7799	5.4006	2.9407	4.7232	4.596	6.7475	3.7139	0.6517	0.2898	4.2533	6.9359	5.5338	0.8357	-0.5919	2.3359	0.1557	1.5587	-3.1658	1.7507	1.9372	3.4436	-1.794	2.4275	-1.7251	0.7181	-2.7688	-4.0727	-1.0884	-5.5536	3.4848	-3.1166	6.0243	3.7964	-2.3989
D01-OF-R3	-3.9261	-10.5435	-1.6527	-4.0296	-0.2816	-4.4372	-9.193	-7.1682	3.4254	-7.2194	-0.5633	1.8675	1.3681	-6.2356	-5.9953	0.4798	-5.9708	-1.1465	5.2887	-5.3219	2.6764	-7.9925	-6.4796	-7.1747	5.0019	3.5481	-1.7996	5.6092	5.8671	3.9259	1.7421	-0.6218	2.3575	3.0854	-12.2498	-1.4602	-0.0231	-1.892	-2.6332	5.7429	5.8892	4.7699	4.7382	1.5423	4.6522	4.713	5.7905	5.4948	3.5839	-1.2073	5.4276	4.3369	1.8082	-6.0716	-4.3909	0.6964	4.1802	1.4335	-4.1976	-5.2254	-3.9134	2.3428	6.5342	6.3026	3.9019	4.4392	8.3955	-0.7161	1.9243	3.9677	3.8543	2.2606	7.0398	5.0482	4.3748	0.1419	-3.8821	-2.9007	-6.7742	-8.3748	-11.4659	-7.1339	-9.2517	2.9633	-8.0978	0.6479	-0.0961	-2.7203	-2.4596	-5.062	5.0712	-3.3091	-3.8004	5.1828	4.0045	1.8469	-0.5743	6.2479	-1.0792	6.8567	-2.9661	6.7249	0.2054	-5.0033	5.2102	3.1384	7.7084	0.205	-3.4459	2.8976	-5.799	-0.9901	-2.5768	-4.4554	-4.1383	-5.4453	2.2027	6.277	0.6372	7.2515	0.7171	-0.3811	-1.4131	1.8538	4.5621	5.5083	-4.4474	-4.2189	-6.9086	4.529	0.8775	7.0351	2.7374	-3.7658
D01-NF-R1	-4.0214	-10.8483	-1.8064	-3.1662	2.4285	-3.833	-8.2865	-6.2144	6.6065	-6.1887	0.2921	3.219	0.9469	-5.2402	-5.2289	1.8938	-6.2334	-0.192	4.9073	-4.7882	3.4054	-8.6514	-7.5805	-8.0689	4.6025	3.3804	-2.0248	4.2848	4.974	2.7506	1.5434	-0.2452	2.563	3.508	-11.7854	-1.8406	0.1775	-1.5307	-3.0178	5.5437	5.779	5.4396	4.8559	1.8661	4.9223	5.4459	6.5108	6.0819	3.9582	-0.7293	5.8082	3.299	1.6456	-6.2437	-3.7137	-0.4771	3.3112	1.8405	-3.7626	-4.6801	-3.2833	1.5412	5.9545	6.4112	3.2949	5.1576	8.8898	-0.2212	2.5954	4.1581	3.9082	2.9903	7.7537	4.9822	5.6679	0.4409	-4.3716	-3.0101	-7.1703	-7.7489	-12.8726	-7.3012	-8.9806	3.5115	-7.6201	0.3064	-0.5631	-1.8904	-1.8357	-4.461	6.0315	-2.8331	-3.4413	3.9608	3.6251	1.4078	-0.9462	4.7169	-1.4564	5.5708	-3.8906	6.4825	-0.2789	-4.8498	4.9158	2.7412	6.1567	-0.6007	-4.6392	2.5966	-6.696	-1.3172	-2.379	-5.542	-4.8163	-5.8547	0.6512	5.8604	0.4935	7.2063	0.5278	-0.5871	-1.6034	1.4455	4.3764	5.4617	-5.0313	-4.5109	-7.2394	4.0377	0.8301	7.0355	2.7673	-4.0111
D01-NF-R2	-9.0686	-10.4015	-1.9346	-2.8987	2.322	-2.8998	-7.2251	-6.2684	6.5676	-6.5675	0.4738	3.3423	0.8466	-6.7061	-5.5958	1.2604	-6.395	0.4656	4.9474	-4.4901	3.8585	-8.92	-9.5267	-9.9674	4.5751	3.9843	-2.3103	3.938	4.5459	2.3734	0.7586	-0.4358	2.0675	2.6325	-11.4873	-1.993	-0.1322	-1.9033	-3.3546	5.5187	5.4273	4.6503	3.9199	1.2912	4.2988	4.4056	5.531	5.4504	3.3948	-1.4404	5.2632	3.7358	0.8918	-7.1876	-4.1113	-0.2914	3.6384	2.3969	-3.0435	-4.0409	-3.9352	1.3178	6.166	5.9823	3.5749	5.1157	9.2852	0.1291	3.0023	4.4377	4.2063	3.0156	8.0069	5.5337	5.8061	1.1036	-4.9172	-3.4982	-8.3346	-8.9098	-11.5161	-5.5439	-7.5987	2.8457	-7.6642	0.1929	-0.6052	-1.9345	0.0787	-4.3651	5.8802	-2.4931	-3.752	4.3998	3.9635	1.735	-0.5524	5.2952	-1.2021	6.3718	-3.7044	6.7891	0.1265	-5.2442	5.2422	2.9225	6.1461	-0.2055	-4.2823	2.919	-5.9075	-0.9512	-2.0743	-9.0024	-4.5447	-5.3076	1.3001	6.5279	1.1868	8.0449	0.9278	0.1476	-0.9553	2.0398	5.2994	6.3661	-4.4317	-4.144	-6.6605	4.4604	1.1686	7.4629	2.9881	-3.4505
D07-NF-R3	-6.5985	-9.4861	-1.8432	-3.9552	-0.3153	-3.5816	6.0872	-8.6163	-2.4127	2.4892	-3.5676	2.4631	0.6174	-6.551	-5.302	2.6324	-5.1664	-2.2158	4.6315	-4.1678	-7.3538	-8.5136	-4.3084	-7.4634	2.6458	3.5375	-2.6483	-0.7363	0.3912	-0.9238	1.9642	2.9814	3.3607	3.961	2.924	2.935	2.8521	2.2996	0.6165	7.3468	5.0238	4.2835	5.1661	1.6292	3.5851	3.4403	4.7713	5.9495	3.9077	1.4992	4.7694	5.3017	2.3044	-4.3305	-5.3698	1.3367	3.7942	3.9032	-3.7192	-5.3206	4.2951	4.4237	1.5473	4.532	6.3262	5.4181	8.0154	2.4071	3.1531	2.0464	2.1972	3.525	7.7492	4.731	0.0641	-0.719	4.852	-3.585	-6.3133	-12.8546	-12.8426	-6.1499	-7.4778	-11.4597	-7.6343	-3.2978	-3.0786	6.0704	-1.7457	-1.0794	4.6822	-2.2295	-6.8354	1.7336	6.4393	7.5685	-3.173	1.3315	-1.8122	4.0876	-3.2908	4.1126	-1.394	-10.652	4.288	2.6856	2.0591	-1.0493	-3.9367	2.5914	-9.9	-0.9398	-3.6012	-0.85	-1.2976	-4.2205	-0.0345	5.4175	2.2096	4.4746	2.9944	-0.0689	1.9992	1.6299	2.0242	5.1172	-4.8382	-3.0723	-10.1504	3.5832	3.4486	2.6494	5.3759	-5.2067
D10-ZF-R1	-4.8983	-10.2875	0.3244	-4.5167	0.1451	-2.9897	-9.0705	-9.639	-0.4187	-8.1113	-2.0203	-5.8275	2.2643	-4.9604	-5.0093	3.9539	-2.605	-0.2758	4.1403	-7.4157	-8.5507	-10.2523	-12.1363	-7.9824	5.4579	0.8281	-2.1948	6.5908	-0.5179	-0.0559	4.9608	-1.9396	5.8016	6.0358	-5.3781	-2.499	-2.9874	-2.0089	-4.2582	2.4014	5.1678	1.7422	4.9701	5.4749	6.0839	4.7906	6.7489	6.5907	-1.0372	0.1919	1.3648	0.0682	4.7696	-12.3748	-6.3535	-4.1098	-1.0784	1.2916	-3.8929	-5.8057	-5.3077	0.1781	-5.8102	5.0212	-6.2273	1.4595	2.1212	-4.064	-5.5054	-5.1861	-4.5464	-1.3375	6.2425	5.142	-5.566	5.4752	-8.8705	-2.7985	5.0926	3.9126	6.223	5.7705	-8.3303	-10.1729	-8.3738	-3.6049	-6.6825	-4.2086	-12.1376	-5.6458	2.9396	6.4286	3.6463	3.1539	8.2325	9.9358	0.1843	8.0029	1.5349	7.5257	7.1253	7.5549	4.831	3.4006	6.5797	7.8212	4.3885	6.5917	-0.3649	5.9802	5.9264	5.0406	-2.0032	3.2713	3.2817	5.6867	1.6979	4.6814	1.3413	4.054	2.0979	-1.8005	1.524	1.1744	1.1044	-2.701	-3.9432	-0.7921	-8.4733	4.6216	5.712	6.3843	4.6469	1.0112
D08-OR-R3	-4.8788	-11.1473	-2.2603	-3.5237	1.5384	-2.6036	-8.2594	-7.259	0.1755	-6.6865	-1.4453	4.4977	1.2905	-5.749	-5.4846	-3.3023	-4.439	-2.0321	4.2001	-5.2612	-7.6103	-10.097	-12.1074	-11.903	4.0285	3.4297	-1.6836	5.6217	-1.6511	0.5992	-5.0768	-2.049	2.5169	1.4152	-12.0818	-1.263	-7.5174	-5.6473	-5.514	5.1868	5.4666	3.8856	3.8214	1.8187	3.9018	5.145	3.8525	5.6567	2.3967	2.7047	3.695	2.5514	-2.2122	-11.0299	-6.3422	1.8172	3.8513	3.304	-4.8615	-4.7885	3.6265	2.9403	6.0434	5.7267	4	3.7147	8.5944	-0.338	2.4953	3.5578	2.2874	4.8263	5.5905	5.8046	2.1052	-0.2615	-4.0031	-3.7448	-7.9929	-10.0552	-11.0727	4.4098	-6.4981	-10.4845	-8.3746	3.9003	2.9645	2.4783	0.9477	-2.1968	2.5573	3.5993	-4.4772	5.1993	7.2773	6.5186	8.6109	6.6046	8.2752	6.2798	-0.1354	4.6009	0.001	-6.5906	0.8321	5.5499	3.982	2.8055	-2.369	-3.0137	-7.5259	-1.0528	3.8446	-3.0831	9.0515	-1.5998	-1.0962	6.5832	6.2321	7.0565	3.725	0.5599	5.7575	2.5696	3.5695	1.187	-2.1075	-4.2387	-9.2289	5.4215	-2.7954	6.5085	4.7183	-1.7567
D09-OR-R2	-4.593	-10.8362	4.2666	5.7745	4.457	-5.9879	-11.3459	5.1614	-3.4886	-3.6929	-4.2421	2.379	0.5582	-7.529	-6.0289	-3.8131	-7.0825	-3.0649	3.1586	-5.8764	-5.0575	4.6145	-12.905	-11.2134	3.3542	0.1355	-2.9698	-0.1475	3.3571	-1.1205	0.8352	-2.2259	1.9559	3.2791	-10.5927	-4.1845	-4.4518	-4.4188	-4.0665	5.6855	3.5923	4.1347	5.02	0.5678	4.366	3.5617	3.5357	4.5619	0.8366	1.3183	1.5536	0.7886	1.3724	-11.3398	2.5172	3.4552	2.2466	2.531	-5.9977	-6.1683	-4.3663	2.7617	0.8963	3.8914	1.3122	3.8185	7.3038	3.3604	3.4253	1.9057	2.4522	2.0765	4.9331	4.8484	-0.0468	0.157	3.4125	-4.3139	-4.4307	-8.4846	-12.9768	0.8269	-9.7703	-12.8645	3.4221	-4.1414	-4.2306	6.1152	2.3674	-0.9117	4.0133	3.2463	-5.7577	3.3257	6.6424	4.6595	-0.5994	5.8212	-0.2214	0.9414	-1.0383	4.0689	4.0782	-2.6807	2.9041	6.016	2.8367	5.2186	4.9954	1.4446	-2.6097	2.2875	4.738	-2.5727	0.7139	-0.8517	5.6314	3.8284	3.4865	3.4655	0.3476	2.8077	3.4015	1.011	1.5323	1.6723	-2.5426	-2.7037	-5.501	3.6532	0.0426	5.1829	2.4343	-2.61
D10-ZH-R2	-8.8966	-8.5097	0.7988	-3.8733	0.7633	-2.3467	-10.6465	-9.6598	-0.1724	-9.3002	-2.1756	-5.3792	1.9523	-3.324	-4.9133	2.35	-2.1047	-2.1605	4.2615	-6.5985	-7.1946	-11.7046	-11.6629	-7.9001	5.9618	1.2371	-2.3855	6.8122	-0.4778	-0.2813	2.9829	-2.308	4.4357	5.3238	-8.9985	-2.9484	-2.907	-2.2426	-5.396	2.6456	4.4412	1.3113	2.4043	4.8605	6.4367	3.3035	4.5215	5.3082	-2.1318	-0.5775	0.6455	-0.0963	2.8768	-11.3851	-5.9573	-4.604	-1.4627	2.3181	-2.3674	-4.4751	-5.9927	-0.5211	-11.6838	3.8442	-8.5945	2.1377	2.5153	-3.0886	-4.3446	-4.6522	-4.4112	-0.6645	6.4857	5.9702	-4.907	6.1429	-8.7097	-3.4089	5.8106	4.6355	6.965	6.0892	-8.21	-9.4221	-8.4714	-3.6323	-5.9095	-2.8961	-11.7587	-5.9619	1.8964	6.3222	3.2505	3.4034	8.7641	10.1076	0.4223	8.2432	1.9761	7.8414	7.1325	7.8161	5.3626	3.7051	6.8453	8.1408	4.8572	6.8888	0.0948	6.2504	6.1874	5.3184	-1.3683	3.4546	3.5809	5.705	2.1498	5.5648	2.48	5.1272	3.3232	-0.7566	2.6626	2.056	1.9973	-2.071	-3.5151	-0.4501	-7.7835	4.7925	6.2778	7.5631	5.12	1.4807
D09-ZH-R3	-5.0031	-11.6869	4.5685	6.1373	4.8604	-4.5914	-10.7412	5.4365	-3.1902	-2.4728	-4.8441	1.6263	-0.4405	-7.0852	-6.3067	-5.2382	-7.0964	-5.0455	3.7473	-5.1203	-5.4287	4.4707	-11.7325	-10.7418	4.1458	0.1066	-3.4331	0.112	3.2483	-0.6765	-1.7972	-3.1565	0.4044	1.459	-7.8473	-4.7233	-4.336	-4.8396	-3.8947	3.9548	3.2912	2.4143	2.2757	-0.1284	2.7539	2.0982	1.9955	3.216	0.5046	1.6825	1.2632	0.9792	-1.1056	-9.4469	1.9736	3.7975	2.8194	3.1487	-5.7194	-5.9119	-4.0222	3.3764	-0.2425	3.0438	0.2249	2.8164	8.0277	3.7698	3.8666	2.4846	3.1103	1.0109	4.2661	4.6935	-0.7169	0.6731	1.0965	-4.5329	-3.7015	-8.5616	-13.2425	1.9373	-8.9185	-10.302	4.2388	-3.5653	-3.8402	3.8626	1.2096	-2.8447	2.0106	0.8962	-7.5012	4.0221	7.2198	5.3951	0.2204	6.5241	0.6105	1.6359	-0.2015	4.8281	4.8774	-2.0017	3.6108	6.7902	3.5477	5.9551	5.7425	2.2133	-1.7668	2.9719	5.4005	-2.0442	1.531	-0.007	6.4409	4.2236	3.4847	3.5732	0.6245	2.8986	3.398	1.4399	1.8037	1.7687	-1.7197	-1.9317	-4.7169	4.351	0.9154	5.8729	3.1748	-2.0099
D10-OR-R2	-8.7981	-8.6295	0.4752	-4.3216	0.6729	-3.1169	-8.1494	-9.3291	-0.5189	-8.7114	-2.6919	-6.1457	1.4541	-3.7321	-4.6293	3.5362	-2.1203	-1.631	4.2538	-6.6769	-8.5978	-9.716	-11.897	-8.8254	5.6205	0.8782	-2.3441	6.486	-0.5731	-0.1352	5.5673	-2.1849	4.9872	5.5939	-5.4824	-3.5047	-3.3984	-2.3163	-4.8619	2.317	4.6018	1.6123	4.3798	5.1052	5.7191	4.4069	6.3359	6.3489	-1.2698	0.0847	1.1994	0.0434	5.3864	-11.6385	-5.9199	-4.0932	-1.2054	1.7677	-3.3668	-5.2797	-5.8212	0.151	-11.5416	4.9103	-5.4546	1.5999	2.1814	-3.5176	-5.0102	-5.0944	-4.6751	-1.1319	6.5483	5.1822	-5.1432	5.5697	-9.3701	-2.871	4.7268	3.5399	5.8574	5.6308	-8.0049	-11.4984	-8.8869	-3.61	-6.7034	-1.8622	-10.1118	-5.4176	3.5736	6.4954	4.6911	3.2121	8.4111	10.1185	0.1367	8.3459	1.6059	7.233	6.7809	7.4336	4.7658	3.6089	6.4531	8.2452	4.6116	6.7063	-0.1302	5.8478	6.0912	5.2043	-1.6634	3.495	3.6283	5.3303	1.9051	4.7321	1.7986	4.3489	2.4428	-1.4938	2.0807	1.0628	1.1311	-2.6846	-4.0098	-0.5419	-7.3353	4.581	5.7062	6.7834	4.6223	1.4454
D07-ZH-R2	-7.9713	-10.1	-1.9499	-4.0091	-0.4265	-2.6942	7.2917	-9.8546	-2.0514	3.0707	-4.1079	1.4055	1.3602	-4.7327	-7.1581	0.2564	-4.6314	-2.8142	4.8505	-5.2873	-7.8865	-7.1228	-2.1043	-5.3672	3.6711	3.9448	-2.9238	-0.5714	-0.8544	-0.8294	-0.1082	3.1838	1.7298	2.2339	3.2109	3.1593	3.0992	2.54	0.9042	5.8953	4.5511	2.2313	3.3485	0.7082	2.2104	2.5598	3.0792	4.1912	3.4421	1.4762	4.2677	5.7203	0.5981	-5.3868	-5.8088	2.3006	3.5616	4.7772	-3.4361	-4.9115	2.0061	4.4783	2.3086	3.7033	7.2339	4.4569	7.7619	2.5833	3.2667	1.7959	1.9943	2.4984	7.2744	4.0534	-0.9149	-0.2607	2.5842	-3.8339	-5.7263	-12.9207	-11.5879	-5.6343	-7.0954	-13.3888	-7.175	-2.6156	-2.1446	2.9966	-4.4562	-3.6154	1.6308	-3.1336	-8.0041	3.0186	7.9858	8.6833	-2.1842	2.3236	-0.8454	5.3142	-2.0725	4.0039	-0.1146	-10.5892	4.3218	4.0795	3.2081	-0.0382	-2.9183	2.4878	-6.8797	0.4272	-2.4882	0.3496	-0.2066	-2.9631	0.4135	6.2972	2.3773	4.8524	3.7272	0.5028	2.0946	2.4788	2.7828	5.4957	-3.9323	-2.5435	-8.9028	4.1915	3.8514	3.4219	6.2773	-4.1398
D10-OR-R3	-5.1552	-8.5753	0.234	-4.837	0.677	-2.8584	-9.6097	-10.0536	-0.7009	-8.3212	-2.4643	-5.971	1.875	-3.9114	-5.1125	4.0461	-1.8827	-0.371	4.2072	-6.689	-9.0361	-10.3193	-13.473	-8.2858	5.4741	0.8339	-2.1821	6.5428	-0.5231	-0.0058	5.5936	-2.086	5.2396	5.5225	-4.9499	-3.1843	-3.2008	-2.212	-4.5951	2.3577	4.9036	1.7187	4.9933	5.2627	5.4958	4.7654	6.7083	6.6005	-1.0901	0.2756	1.2561	0.1544	5.3921	-10.8286	-5.7289	-3.8911	-1.1398	1.4193	-3.8284	-5.2633	-6.0478	0.3044	-10.9841	5.159	-5.4295	1.5007	2.1387	-3.7143	-5.2487	-4.8876	-4.6083	-1.2394	6.5368	4.9582	-5.6867	5.2938	-7.2916	-2.5468	5.1276	3.9603	6.257	5.3788	-8.1805	-11.6138	-8.5937	-3.5297	-6.7733	-1.9595	-10.5633	-5.1023	3.8012	6.6806	5.0407	3.0333	8.1754	9.8697	-0.0237	8.0359	1.4295	7.4039	6.8348	7.1395	4.6842	3.3182	6.1597	7.9902	4.3574	6.5134	-0.3324	5.5446	5.8349	4.9909	-1.8872	3.2412	3.4308	5.4019	1.6763	4.3068	1.4895	3.9904	2.1484	-1.8221	1.7159	0.7129	0.7473	-2.9407	-4.1216	-0.7786	-7.9278	4.484	5.6103	6.6254	4.4111	1.1764
D06-OR-R2	-3.9202	-11.6709	-2.5837	-1.9647	-0.4072	-3.3808	-8.156	-2.1372	-3.8602	-8.5231	0.9153	4.7223	2.824	-5.4527	-5.4311	2.1946	-6.3162	-1.5768	4.7238	-5.5179	-7.51	-8.1698	-9.7012	-9.8913	3.305	2.1829	-1.7851	1.181	1.4366	2.9689	-4.4342	-1.5682	2.7163	0.4624	-8.5584	-1.9118	-4.4704	-4.5593	-4.0939	6.9164	6.046	4.9102	4.5282	3.0515	5.3926	4.8394	5.2422	3.5951	4.3746	0.9028	4.5815	3.5174	-1.0921	-11.8348	-6.65	5.7842	2.2577	4.7738	-3.9111	-3.987	4.7375	3.1757	3.7419	5.534	3.7804	3.119	9.0382	-0.2194	3.3838	5.0673	4.9045	1.328	4.5086	6.2227	2.4092	-0.0948	-3.2844	-3.6582	-11.9251	-11.7539	-10.2779	-10.6919	-8.3831	3.5631	-6.8983	0.5198	-0.3385	6.3182	2.9591	3.7017	6.2534	4.3759	-5.025	5.5388	8.8349	10.0052	9.154	8.6983	1.0557	6.1841	-2.6338	2.975	1.773	-6.9269	1.3742	6.4296	2.3067	2.8536	-5.2024	-3.6167	-6.2918	1.6677	2.2591	2.2287	-2.8879	-0.5034	-1.8365	7.6711	0.414	5.6964	1.6765	-0.5101	-2.8872	4.5191	4.1469	6.9973	-3.1249	-3.0047	-9.812	-1.2165	-10.6312	5.0044	2.6035	-2.3929
D08-NF-R2	-5.6386	-10.9294	-1.832	-2.8997	0.6851	-1.8194	-9.0798	-7.9294	-1.0127	-6.3966	-1.158	3.4744	2.9026	-4.5131	-5.1248	-2.9854	-4.1318	-0.6813	4.1809	-4.6547	-7.3618	-9.6785	-12.5031	-10.5579	4.0305	2.7163	-1.6441	6.2987	-1.0495	1.0282	-4.4364	-1.5399	3.2891	2.0798	-9.7444	-0.82	-6.4538	-4.781	-5.2009	6.0663	5.8019	4.544	4.751	2.5353	4.788	6.0224	4.6489	5.8345	2.899	3.7839	4.2536	3.205	-1.6867	-10.0491	-6.2638	1.854	3.9948	2.1687	-5.0907	-5.1362	3.7328	3.3392	6.1371	6.12	4.0359	4.1679	8.5069	0.0736	2.642	3.5784	2.6068	5.2453	5.7234	5.0813	1.1107	-0.7504	-3.2712	-2.9924	-7.5591	-9.7562	-10.9197	3.4568	-6.0037	-12.5121	-8.3937	3.595	2.6386	2.6204	1.3331	-2.1346	3.1444	4.2533	-4.08	4.3836	6.7654	6.1744	8.2732	5.4897	7.4488	5.4994	-0.5455	3.9309	-0.51	-6.3433	0.2771	5.1599	2.9539	2.3406	-2.915	-3.3634	-5.9171	-1.0462	3.4804	-2.1871	8.6398	-2.0624	-1.5858	5.2603	4.6279	5.6745	2.3711	-0.822	4.1466	1.34	2.253	-0.1829	-2.4363	-4.204	-9.3824	4.8098	-3.528	6.088	4.0812	-2.2599
