uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Tomato mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia globosa	Malassezia restricta	Azospirillum sp. 51_20	Pelomonas saccharophila	Sutterella wadsworthensis	Sutterella parvirubra	Proteobacteria bacterium CAG:139	Desulfovibrio piger	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Firmicutes bacterium CAG:424	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. CAG:343	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia inulinivorans	Roseburia sp. AM16-25	Coprococcus catus	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	Blautia obeum	uncultured Blautia sp.	[Clostridium] bolteae	Murimonas intestini	Eubacterium ventriosum	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	uncultured Ruminococcus sp.	Ruminococcus sp. CAG:403	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA1417	Ruminococcaceae bacterium UBA1691	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas sp. Calf98-2	Megasphaera massiliensis	Dialister sp.	Peptoniphilus coxii	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Parolsenella catena	Enterorhabdus caecimuris	Eggerthellales bacterium	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides xylanisolvens	Bacteroides oleiciplenus	Bacteroides sartorii	Bacteroides mediterraneensis	Bacteroides sp. CAG:144	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Butyricimonas paravirosa	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis	Methanococcus voltae
D01-ZF-R2	4.4916	-3.7483	-3.4014	-5.659	-5.3753	9.5772	-7.0422	-0.8043	-7.761	-2.2476	-4.955	-8.965	4.8366	-5.1634	3.3587	-1.1812	1.7786	-4.5352	3.1003	4.6447	5.5279	5.5594	4.0143	-4.4684	-7.3867	-3.9254	4.6332	-5.3124	-2.3623	5.5214	-7.4418	-6.9929	0.7273	-6.7295	3.2256	-2.711	-2.756	5.9505	5.7816	3.3568	4.6432	-1.5266	1.626	1.4827	4.2749	1.7287	2.2978	1.8773	1.7289	-2.001	-2.1191	-0.3813	-7.7255	-5.6785	0.7034	1.8762	4.9733	-1.9693	2.7001	-3.2787	-2.9053	2.51	5.1866	-4.2159	4.6083	0.2114	2.5813	3.558	4.7038	9.3739	3.0192	1.267	2.954	-0.2943	7.3881	1.7127	-2.1493	7.9635	4.5814	-2.4522	-4.6393	3.2314	2.4203	0.3576	8.4725	1.5162	-3.9056	-2.5489	7.2687	1.0119	-0.5777	0.5763	6.3554	-11.0366	-7.4516	-6.7307	4.3713	-6.7877	-1.6912	-2.4856	-6.0304	-5.1031	-7.8362	2.06	-3.0596	-3.3602	-5.5055	-4.5302	-2.6121	-4.8516	-4.5099	2.6413	1.0031	4.1235	1.2764	3.8194	0.3877	-0.8064	0.5271	4.5137	1.3871	5.9941	5.7027	1.9504	-4.0751	5.6501	6.3544	4.2491	-0.9502	-3.1106	-3.006	1.5936	-5.5538	0.6237	-10.8525	-4.8011	1.7476	10.8981	2.5375	8.6033	1.0424	3.6767	1.8498	1.7298	7.8144	2.1708	7.3217	1.819	6.5816	-3.1763	-7.6814	-3.2389	-6.0216	0.2007	-2.1449	5.0903	-6.1538	-6.3464	2.4727	-0.19	-0.7903	-10.8374
D01-ZF-R3	5.2637	-3.4863	-2.7882	-4.644	-5.4106	9.85	-4.8984	-0.2169	-9.9822	-4.0059	-5.6682	-9.3339	4.3493	-5.1979	3.1642	-1.5552	2.2036	-5.6776	2.8588	3.7798	5.0972	4.9954	3.7932	-6.2365	-7.9418	-4.4276	4.026	-4.8533	-2.6037	5.2819	-6.5517	-6.3353	1.0368	-6.9787	3.355	-2.905	-3.4185	5.5495	5.7295	3.7288	4.2883	-1.184	1.8987	1.9238	4.6634	2.3459	2.1196	2.5646	2.5681	-1.7579	-2.502	0.139	-10.8114	-5.2173	0.5791	1.5359	4.7368	-2.6966	2.4293	-3.5737	-2.9312	3.91	5.9038	-4.1737	5.4989	1.5782	3.3933	3.9527	4.3685	9.1521	2.816	0.8705	2.8154	-0.4401	7.5519	1.5193	-2.1417	7.644	4.1476	-2.5838	-5.3998	2.8945	2.2052	-0.1252	8.3896	1.2674	-4.2471	-2.8221	6.9093	0.6006	-0.5723	0.6794	6.5563	-10.7797	-10.9318	-6.5452	4.2203	-7.2116	-1.8531	-2.1669	-6.5117	-5.7495	-8.594	0.8908	-3.2683	-4.1832	-6.4646	-5.5025	-3.6006	-5.277	-4.6753	2.3327	0.0566	3.4583	1.5532	4.5086	1.2968	-0.2365	0.8993	5.1956	1.0146	6.7776	6.4544	2.7135	-3.5477	6.3715	6.9812	4.9304	-0.6464	-2.9617	-2.8962	2.3354	-5.0326	1.1103	-10.8896	-5.2307	2.3594	11.0409	2.6522	8.8874	1.9325	3.7289	4.142	1.5929	8.1282	4.5729	7.5131	1.7779	6.9143	-3.0598	-7.5135	-3.0473	-6.6221	0.2747	-2.0863	5.4034	-5.1826	-7.2875	2.5691	0.103	-0.1476	-9.173
D01-ZH-R1	5.011	-6.2491	-3.8946	-5.8946	-5.4996	9.1252	-4.0076	-0.4153	-9.4971	-0.8691	-4.8252	-7.6553	5.5719	-3.8329	5.4624	0.1496	3.884	-7.9998	2.0497	3.6147	3.6965	4.4135	4.1567	-6.6804	-10.121	-1.1945	4.8097	-4.4798	-1.9558	5.9109	-9.5992	-6.3884	-1.3943	-5.0399	3.3017	-4.1761	-3.955	4.9615	5.8073	2.0226	3.6639	-1.7229	1.9442	1.6769	3.5932	1.7826	2.0286	2.3102	2.1319	-3.0035	-1.6733	-0.3765	-9.5824	-6.1867	1.4325	1.9334	5.8326	-2.6476	2.6523	-4.7453	-3.1047	4.3358	5.6485	-2.6441	4.599	0.8399	1.3987	4.3008	3.7984	10.2538	3.8024	1.3704	3.7527	-0.0384	6.9934	0.9151	-4.1101	7.6146	3.3375	-4.0243	-5.8904	3.3064	1.4465	-0.3755	7.6852	3.164	-3.9656	-2.7587	5.5334	0.1926	-0.3481	1.72	6.0843	-6.9714	-5.4955	-4.8899	2.6786	-9.732	-2.3504	-3.1354	-4.7418	-1.7456	-6.4508	1.3045	-1.9951	-4.513	-5.7815	-6.1243	-5.0264	-7.6681	-4.8636	1.7423	0.5769	3.6994	2.2235	5.3424	1.948	0.3929	1.4832	5.9212	2.0997	7.2715	7.525	2.1652	-4.2596	6.3987	7.4958	5.6882	0.0585	-2.5556	-3.3124	3.1333	-4.0392	0.8085	-9.6059	-4.6217	3.0234	9.6282	0.5976	7.2251	-0.6941	2.2078	3.6461	0.1304	6.4618	4.3477	6.416	0.5792	5.2548	-3.5804	-9.6464	-2.6003	-6.7694	0.0132	-2.6993	4.3136	-5.763	-6.2892	3.5428	-0.9689	-1.3148	-1.3422
D01-ZH-R2	4.5764	-4.9281	-4.0681	-5.9206	-4.2581	8.789	-1.4161	2.919	-1.3533	0.8724	-1.126	-3.6263	5.4066	-5.745	5.6485	-0.3028	2.9379	-5.2905	0.3416	3.0357	2.9108	3.1858	3.2436	-6.626	-7.1298	0.4396	5.2745	-3.9359	-2.7938	4.4619	-5.5595	-6.105	-0.973	-6.5731	3.4985	-4.7347	-7.2514	4.2999	4.7364	1.1935	5.6353	-1.512	1.4518	1.0941	3.2806	0.9264	2.2766	1.601	0.9128	-3.7518	-0.363	-0.9574	-5.09	-5.827	3.2392	0.0693	6.0687	-4.0866	1.4917	-5.5281	-4.112	3.0975	6.256	-1.9438	3.3063	-0.0767	0.5629	4.7847	2.8672	8.7023	2.5929	-0.3227	2.8276	-0.6315	6.1313	0.0824	-5.0109	6.7579	1.7126	-3.9072	-7.0604	2.9609	1.2191	-1.3851	6.8753	3.9365	-4.9293	-5.0977	4.4458	-0.38	-1.3518	1.5103	4.8274	-8.0008	-6.0961	-7.9411	1.3523	-7.0978	-4.1903	-4.904	-4.1043	-0.6869	-5.564	-0.3645	0.0584	-5.0052	-6.094	-5.2639	-5.5566	-6.5698	-8.0632	0.3343	0.2366	2.9911	2.8404	5.3512	1.9102	0.7059	1.8039	6.2099	7.1527	6.9768	7.4399	2.0511	-4.9636	6.7758	7.2534	5.6908	0.0451	-1.2355	-1.9529	2.9238	-4.307	0.9231	-8.1154	-3.93	3.1047	9.1079	-0.2378	6.3125	-1.6612	1.5916	3.1075	-0.2426	5.9275	4.496	5.5398	0.6762	4.3266	-1.3779	-8.1401	-1.9861	-6.1488	1.1557	-3.5326	4.2177	-4.2127	-4.5972	5.4577	-0.634	-0.2689	-1.2351
D01-ZH-R3	4.8105	-6.2634	-4.9803	-7.6132	-6.506	8.5211	-1.1795	3.7724	-7.663	0.082	-7.8173	-5.8455	4.9088	-5.0255	5.2047	0.2599	3.0124	-7.6091	2.4142	4.228	4.4521	4.8139	5.0702	-4.9478	-9.3395	-0.5694	5.2515	-4.8835	-2.8021	6.4772	-7.6164	-9.3747	-1.125	-5.8118	2.9674	-3.5704	-3.7035	5.1945	5.6054	2.3152	4.5509	-1.3641	2.087	1.6125	3.8445	1.7679	2.3465	2.3336	2.1442	-2.03	-1.2459	-0.4254	-9.383	-4.3766	0.9999	2.7721	5.9951	-2.4316	2.8495	-4.6197	-3.2564	4.388	5.9064	-4.1849	4.7754	0.899	2.2125	5.2351	4.5165	9.009	2.8744	0.7849	2.6548	-0.1407	6.0005	1.5497	-3.1848	8.0941	3.6219	-2.4474	-4.1772	3.6773	2.1607	0.012	7.3033	3.4151	-4.477	-2.1798	6.2579	0.3673	-0.156	1.5266	4.6881	-9.2687	-9.1451	-6.2838	3.6054	-6.5276	-1.9967	-2.2433	-6.6312	-2.6535	-6.0209	0.3734	0.6682	-4.3599	-5.0246	-5.7986	-3.8118	-4.6058	-4.3636	2.3367	1.3967	4.9114	1.3049	4.1422	1.0506	-0.7484	0.4907	4.8845	4.5987	6.0038	6.4311	1.4868	-3.911	5.793	6.2242	4.6877	-1.2865	-3.6364	-3.6707	2.1236	-6.042	-0.3015	-9.1977	-4.8671	1.8757	9.9122	1.0827	7.6211	-0.3694	2.8034	3.7719	0.4385	6.7759	4.4908	6.5209	0.6832	5.6294	-3.7729	-9.2012	-2.6075	-7.2833	-0.3034	-3.3804	3.6991	-5.6959	-7.6431	3.1634	-1.3896	-1.9803	-5.2267
D01-ZR-R1	5.4423	-2.0415	-1.6515	-5.5988	-4.039	11.165	-4.4957	-0.9292	-10.1416	-2.6445	-4.8126	-9.5566	5.4334	-5.4744	4.8791	-0.8215	2.6801	-5.4372	2.8665	4.1473	4.6726	5.4491	4.4314	-5.9163	-7.3925	-1.5265	4.8886	-4.4996	-1.5613	6.5982	-5.5323	-6.1336	0.3964	-5.9755	3.4247	-2.813	-2.9281	6.1638	5.8099	3.0896	4.7552	-1.2345	3.6513	2.2952	4.835	3.017	2.6231	3.6879	2.9739	-1.4222	-0.9905	1.0624	-10.277	-4.5202	1.0571	2.1108	5.5629	-2.2595	2.8077	-3.3445	-2.6973	4.2359	5.9572	-2.1653	4.9352	1.3136	2.6349	5.5514	5.0581	9.7658	3.2208	1.3997	3.1128	-0.3647	7.8784	2.1016	-2.6712	8.4325	4.1994	-2.6129	-5.0712	3.8431	2.5478	0.2716	7.7298	4.2517	-4.0872	-2.4156	6.3328	0.8033	-0.2762	1.5562	6.7547	-11.2405	-8.0929	-6.6787	3.8968	-8.4523	-1.4573	-2.7327	-6.3917	-4.2579	-7.2373	2.1598	-2.4758	-3.4545	-5.5435	-4.8455	-2.9901	-5.6243	-4.2158	4.0041	2.0167	5.0461	0.7529	3.0927	-0.482	-1.1259	0.3822	3.5322	-0.07	5.3614	5.4248	0.964	-5.4982	7.4906	5.1407	3.5284	-2.0911	-4.3262	-4.3588	0.9355	-6.9659	-0.2772	-11.1569	-6.265	0.777	8.7847	0.0294	6.3985	-1.6436	1.4898	3.0548	-0.7935	5.577	3.9072	5.8824	-0.5225	4.459	-5.6913	-10.2169	-4.1451	-7.4416	0.3084	-3.6789	3.9299	-6.6848	-7.5119	2.3272	-0.3318	0.5661	-1.7832
D01-ZR-R2	2.1648	-6.0615	-5.1441	-6.9559	-6.237	8.7078	-3.408	1.5246	-2.674	-0.7794	-3.0686	-5.9146	4.9429	-4.5679	3.6681	-0.7336	1.6071	-3.842	4.1203	4.0358	5.4845	7.1898	3.7808	-4.1171	-6.7556	-0.7872	4.7318	-4.0041	-2.366	6.3402	-6.1026	-7.1759	1.4247	-5.9442	3.2911	-1.5957	-1.4113	7.4554	5.8132	4.3647	4.808	-0.2332	3.5945	2.5849	5.3156	3.451	3.3031	4.169	3.3997	-1.6499	-0.0345	1.1108	-6.0915	-5.2083	-0.4035	1.5908	4.8556	-2.3497	2.8513	-2.7885	-2.0595	3.4365	5.8991	-3.3829	4.473	2.2993	2.027	4.3273	6.133	10.186	3.9638	2.4126	3.8983	0.2025	5.9868	3.1762	-1.4266	8.7699	5.3744	-1.7245	-3.5808	3.2355	1.929	1.5243	7.8389	1.8918	-3.7746	-1.7397	7.1483	1.1465	-0.3428	0.8581	5.0978	-7.6745	-5.9618	-5.6651	4.0765	-5.6403	-1.2308	-3.3545	-4.7613	-1.786	-4.8568	3.1254	-1.4003	-1.8615	-4.4535	-4.0071	-1.5936	-3.869	-3.7213	4.9168	3.4636	5.7604	-1.2121	1.6508	-2.7245	-2.8901	-1.1091	2.0886	1.3879	3.8707	3.1533	-0.7942	-7.6272	3.8458	3.4684	1.6524	-3.2677	-4.7797	-5.1607	-0.8195	-7.8577	-2.1195	-9.2109	-5.2632	-0.4295	7.338	-1.0503	4.8516	-3.913	0.5129	1.549	-1.4875	4.1825	2.0017	3.9843	-1.4993	2.8626	-2.5863	-7.205	-3.5414	-7.2414	-0.6901	-4.11	2.6262	-5.1838	-8.0906	1.0031	-3.0815	-2.661	-2.4092
D01-ZR-R3	2.8591	-5.2834	-5.1267	-8.4483	-7.5912	8.0133	-4.5097	0.4679	-10.6469	-3.4333	-2.8404	-6.1759	8.5447	-3.9075	3.7248	-1.2686	1.5686	-5.5988	2.8726	3.0905	3.9916	5.7344	4.3031	-6.0173	-9.9181	-3.8281	4.792	-4.8814	-2.9607	6.0428	-5.9348	-8.1695	0.3268	-6.1296	2.7033	-2.6541	-3.2427	5.9159	5.1681	3.4394	4.2236	-1.1599	2.4106	2.0387	4.1993	2.4225	2.174	2.8075	2.5059	-2.2812	-2.207	-0.7672	-8.1719	-5.1324	-0.3122	1.9368	5.0759	-2.913	2.3302	-4.1318	-2.8392	4.4009	5.6506	-4.4992	5.0453	1.0669	2.6061	4.8329	5.0505	9.5208	3.1921	1.2175	3.02	-0.8877	5.8078	2.2575	-2.4511	8.2421	4.0982	-2.8997	-4.926	3.0682	1.9103	0.0594	7.4981	1.0899	-5.0766	-3.1787	5.77	0.5891	-0.9503	-0.5953	5.1706	-10.6344	-8.145	-6.7564	3.9746	-7.6073	-1.4273	-3.0446	-7.842	-6.0534	-8.713	1.4249	-2.8027	-3.8635	-6.5896	-5.0176	-3.0245	-5.3467	-4.3748	2.8798	1.5702	4.4496	1.523	4.8362	1.1347	-0.5272	1.2147	5.2069	1.5062	6.9014	6.7055	2.694	-3.7745	5.7819	6.9868	5.22	0.0307	-3.1397	-2.7248	2.5817	-4.7189	1.4156	-9.6362	-5.0913	2.4157	11.3402	2.9815	9.1223	1.6999	4.1695	5.771	1.8664	8.2899	6.186	7.6947	1.9842	7.0564	-3.0428	-7.1417	-2.9373	-7.082	0.0406	-1.6094	5.8758	-5.8657	-7.6275	1.8881	-0.7014	-1.7009	-10.7577
D02-NF-R1	6.0723	2.423	-0.4051	-0.5842	7.3851	-5.7016	-4.5928	-1.0235	-8.8858	-1.7285	-6.2214	-5.8933	3.2411	-3.7059	4.1699	0.827	-2.2185	-6.4027	-2.7565	0.6521	4.9409	6.2524	4.0262	-5.9462	-7.5309	-2.2077	6.7984	-4.2982	-0.4257	-3.8257	-3.8271	-5.5539	2.3911	3.9252	3.5482	3.0965	-2.2886	2.0869	6.7365	5.3235	3.9774	-2.8983	3.4093	1.2668	6.3589	0.0568	3.5811	2.8537	1.3644	0.8275	-1.1742	4.742	-5.7688	-9.3577	1.1584	2.4876	5.7683	0.1011	7.316	6.9136	6.9733	-3.6789	6.0816	-0.822	3.0629	-0.9327	-6.7422	-6.6568	6.6713	9.1721	1.7352	4.8925	0.8389	3.6891	-5.4839	3.3574	-2.477	7.7955	-1.935	4.4187	-5.2973	3.8211	0.398	3.5128	10.411	1.6097	-4.433	-1.6346	6.818	-1.3476	0.5738	-0.1314	-5.2241	-7.9339	-7.4387	-10.8456	-5.6778	-8.9111	2.5494	3.8116	-6.3176	-3.478	-6.495	-2.5337	-3.2641	-1.1887	1.3782	-4.7279	-5.3005	-4.4181	-5.6593	3.5919	2.4818	-1.9187	2.6307	3.9336	1.5268	2.9738	0.3369	3.8548	7.8196	3.9458	4.5206	2.1435	2.2518	2.5766	0.3217	-0.7642	-0.2819	-1.2229	-5.9233	2.2867	4.1749	3.4619	-3.567	-3.5729	-0.5198	-0.9868	3.6695	-0.7869	3.6454	0.0566	-6.8894	4.4783	1.0676	-2.0214	-3.8538	-2.4666	2.3968	-1.7785	-8.4877	-2.9538	-5.9981	-1.6093	-4.6109	1.6357	5.4269	-1.8811	2.6133	3.5485	-1.6702	-3.049
D02-NF-R2	5.6158	1.9825	-1.2016	-0.7991	6.8877	-1.6473	-2.6218	2.46	-3.6897	-0.0462	-3.179	-6.6268	4.091	-5.4069	4.6408	1.2439	-3.9085	-5.1267	-2.4009	0.4339	4.7124	6.8111	4.0569	-5.0976	-5.5333	-0.7097	6.6634	-3.6195	0.1001	-4.6383	-4.2542	-4.275	2.5937	4.2774	3.224	3.6307	-1.703	2.6464	6.0641	4.4556	4.2167	-2.7296	4.0479	1.19	6.2544	0.4567	3.4339	3.3151	1.6881	0.6866	-0.7656	5.1907	-8.5496	-5.5424	1.0704	2.6083	5.6714	-0.2471	6.8956	5.9453	6.061	-4.3435	6.3947	-0.2342	3.7479	-0.4695	-7.739	-8.6153	7.0859	9.2836	1.8577	5.0478	0.9322	3.7879	-6.5859	3.3854	-1.7594	7.7083	-1.839	4.2343	-4.5728	3.5669	0.6419	3.6767	10.294	1.2866	-3.9883	-1.7331	6.6892	-1.4603	0.423	-0.2883	-6.5837	-8.463	-5.601	-6.911	-8.6428	-8.2926	2.3736	3.9865	-7.3942	-2.2705	-4.9821	-2.6723	0.3408	-0.7452	1.7244	-5.2212	-4.8038	-3.7449	-5.5859	3.5211	3.2169	-1.3165	2.3609	2.6391	0.4921	2.5951	0.0294	2.9819	7.2961	2.9799	3.4816	1.8905	1.8325	1.1895	-0.24	-0.9593	-0.1179	-1.4511	-5.0593	0.9295	3.7202	3.0643	-3.4032	-5.4071	-0.7187	-2.0547	2.1595	-1.8571	2.4738	-0.8264	-8.4794	3.0288	-0.1353	-2.8569	-5.4481	-3.015	1.2772	-2.991	-7.6685	-3.6489	-5.8747	-1.728	-4.2948	0.4812	5.7578	-2.969	2.064	2.4317	-2.4677	-2.8365
D02-NF-R3	5.5529	0.9656	-0.3952	-0.2519	7.0977	-4.3692	-1.8725	3.3756	-7.9644	-0.6846	-7.6416	-10.4208	3.4839	-3.7546	5.2061	1.6875	-2.759	-8.4525	-2.7104	1.2248	5.452	6.4393	4.9022	-4.5562	-10.3258	-0.7891	7.1401	-3.8917	-0.3577	-5.8049	-3.4519	-5.1301	1.2927	3.0238	3.1659	3.0237	-2.0759	2.1458	7.2621	4.1441	4.1491	-3.615	3.4014	0.1359	5.999	-0.1258	3.2653	2.6075	1.4026	0.1885	-1.9227	5.6579	-10.2743	-7.3113	0.7307	3.1883	6.394	0.8472	7.8255	7.3409	7.483	-4.6895	6.1525	-0.8693	3.1012	-0.8768	-6.6623	-10.4931	6.925	9.5729	2.1926	5.1617	1.3459	3.8887	-5.2892	3.3997	-2.7881	7.9983	-1.6195	4.6405	-5.6078	4.2271	0.7404	3.4486	10.9298	1.74	-4.0915	-1.1995	7.2772	-0.9966	1.0755	-0.2538	-5.2267	-8.8354	-7.0029	-8.1107	-7.6675	-7.2573	2.8539	4.1063	-5.9394	-3.354	-6.383	-3.7989	0.4119	-0.8166	2.1587	-3.9544	-4.3748	-3.8275	-5.2743	4.133	2.2584	-1.6729	2.5528	4.023	1.4931	3.2684	0.3637	4.272	7.3213	4.0891	4.529	2.1848	1.8651	2.5713	0.7817	-0.5803	-0.153	-1.3827	-5.5258	2.1243	3.7863	3.1428	-3.2228	-4.4812	-0.4807	-1.0601	3.5105	-0.8685	3.6905	0.0833	-8.1039	4.3587	1.2261	-2.0611	-5.7855	-2.526	2.4959	-5.6374	-7.2786	-3.4589	-6.3844	-1.3136	-4.5718	1.7597	5.8073	-1.5329	2.9657	3.8763	-1.3177	-7.5159
D02-OF-R1	4.8587	1.6048	-3.0411	-1.9861	4.9041	-7.4536	-6.3985	-2.213	-6.6145	-3.3512	-5.7131	-7.9831	5.3455	-3.8361	3.8579	0.4418	-2.6329	-5.8764	-3.0938	0.6199	6.9399	5.9076	3.5927	-5.272	-7.2285	-3.1706	6.6288	-3.6866	-0.2544	-5.542	-4.6225	-3.3911	4.0161	5.7552	3.6556	1.8666	-2.5468	1.5976	6.8253	4.1953	2.8058	-2.847	1.8322	0.2913	6.9954	0.1931	3.5155	3.4246	1.2169	-0.3868	-2.3257	4.5272	-10.1033	-6.4702	1.5095	2.7482	4.8109	-0.1273	7.6374	6.4591	6.5801	-3.1931	6.9376	-2.4561	1.3284	-0.9728	-6.3749	-7.6592	7.1742	9.264	1.5215	5.3271	0.2657	3.9679	-4.8756	3.3574	-1.7142	6.9473	-1.4316	5.1543	-5.2801	3.8433	1.0006	4.0253	10.0087	2.7684	-3.9482	-0.8518	8.9174	-0.6684	1.0002	0.2947	-3.3648	-8.6339	-6.3946	-7.7985	-6.0039	-8.9032	3.3842	4.8206	-8.3365	-4.639	-6.4909	-2.2036	-4.7561	-1.9934	0.4716	-5.3247	-4.8695	-4.672	-4.914	3.705	2.4102	-2.0448	4.0693	2.7192	1.2785	4.1871	1.0617	3.7084	7.6697	3.871	6.1327	4.1186	4.016	4.5201	0.7998	0.9158	1.2701	0.6327	-4.8375	4.0564	6.0279	5.2903	-2.1215	-3.7321	1.4665	-2.3158	2.332	-1.9694	2.2355	-1.3023	-7.0133	3.3148	0.1375	-3.2544	-5.7687	-3.3021	0.8955	-4.9894	-6.6942	-3.0572	-4.7004	-1.0331	-3.0736	2.9888	3.3889	-1.0455	4.048	3.4962	-1.471	-5.0851
D02-OF-R2	5.867	2.5064	-1.1524	-0.8067	6.7262	-4.6158	-5.34	-0.0864	-7.235	-1.1134	-5.9895	-7.74	5.0338	-3.8528	4.1608	0.6843	-2.4838	-6.9425	-3.1935	0.2604	5.8991	6.6107	4.1702	-5.2629	-6.8639	-3.8658	6.4076	-4.6043	-0.1286	-7.0684	-5.5473	-3.3287	4.6041	6.3959	3.166	3.4757	-2.4089	1.8122	6.4455	3.3787	2.1537	-2.9104	1.7601	0.076	7.0393	0.4104	3.3408	3.2383	0.7008	0.2961	-2.1722	4.913	-10.3913	-6.6732	1.8813	1.9231	4.5403	-0.9685	7.231	5.4396	5.5479	-3.2365	6.7528	-2.3245	1.5687	-1.1484	-7.9846	-8.2003	6.9151	9.0951	1.6717	5.4094	0.2341	4.4896	-5.6328	2.9703	-1.244	6.7218	-1.6056	4.4284	-5.0859	3.5809	0.465	4.7246	9.9252	3.0817	-4.2512	-1.1619	7.8445	-0.6804	0.3281	0.6787	-3.3445	-6.3669	-5.4199	-7.7455	-7.4137	-6.9046	3.0675	4.8445	-9.1255	-5.3106	-4.6983	-3.513	-2.4468	-1.7995	0.3362	-5.1368	-4.9166	-4.5513	-5.1918	5.4691	2.9581	-1.9276	4.0101	2.953	1.2559	3.9745	1.0212	3.6844	7.7056	4.2521	5.5644	3.4465	3.2927	3.8191	0.8385	0.6849	1.0063	0.0062	-4.794	3.3591	5.3991	4.6573	-2.702	-3.9087	0.9746	-3.3123	2.4949	-1.7033	2.0892	-1.2191	-6.2882	3.5991	-0.0332	-2.9831	-6.8317	-3.1965	0.9325	-3.8087	-6.2504	-3.0029	-5.8974	-0.701	-3.4308	3.0139	4.3956	-0.8676	3.7709	3.0505	-1.337	-7.5259
