uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia restricta	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Azospirillum sp. 51_20	Sutterella wadsworthensis	Sutterella sp. AM18-8-1	Sutterella sp. AF15-45LB	Proteobacteria bacterium CAG:139	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Staphylococcus aureus	Lactobacillus fermentum	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. L2-50	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. OM08-29	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia hominis	Roseburia faecis	Roseburia inulinivorans	uncultured Roseburia sp.	Roseburia sp. CAG:45	Roseburia intestinalis CAG:13	Roseburia sp.	Roseburia sp. AM16-25	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	uncultured Coprococcus sp.	Coprococcus sp.	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	[Ruminococcus] gnavus	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	Ruminococcus callidus	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Ruthenibacterium lactatiformans	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Intestinimonas massiliensis	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium sp. CAG:207	Megasphaera massiliensis	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Collinsella sp. AM10-26	Parolsenella catena	Eggerthella lenta	Enterorhabdus caecimuris	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides finegoldii CAG:203	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. HMSC068A09	Bacteroides sp. AF14-46	Bacteroides sp. AF15-23LB	Bacteroides sp. AF16-29	Bacteroides sp. AF36-11BH	Bacteroides sp. AF37-16AC	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroides sp. AM44-19	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 56_sp_Nov_56_25	Alistipes sp. AF14-19	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D03-OR-R3	0.1046	-8.2006	-3.9789	-8.0027	-3.3792	5.8852	3.4523	4.4857	3.5425	-6.5457	2.5208	-8.2064	-8.1336	-5.2628	1.493	2.8469	3.3676	-3.9734	0.1509	2.0731	2.2441	5.3905	-3.2023	-8.1655	3.9684	-8.2497	1.6753	-0.1681	0.8111	-3.917	6.9807	-8.2544	5.5158	-1.0078	0.3052	-4.9927	3.457	0.7657	5.263	0.6745	5.2378	-1.6133	0.5097	2.1791	5.6762	-8.2197	-2.007	-7.9585	0.7574	-4.9678	-1.9091	2.5335	3.3532	-0.4924	-0.9776	-8.19	-8.0923	3.0502	5.0246	3.8677	4.2575	-0.2344	4.3992	4.577	3.1899	1.7049	-7.9859	1.5411	3.2648	2.2056	6.0079	-1.4945	-1.4511	-6.4861	-0.8741	-4.9272	5.1793	0.4806	0.0409	-5.9221	-8.0141	4.364	8.0792	3.4549	4.0351	3.8837	-1.0797	-8.1831	2.0464	-1.6121	8.0108	-6.1805	1.7496	-0.1344	-2.6578	-0.2496	6.7209	2.926	3.1801	3.0028	3.3709	-4.9906	-0.9733	-3.2844	0.2386	-7.075	2.0048	-0.4762	3.3829	-5.2015	-8.09	0.7473	2.2509	7.3013	0.1878	1.3876	1.8724	5.9034	5.9306	8.3793	-1.579	2.9228	1.4123	5.7986	-7.066	-0.23	0.432	0.1385	-1.8864	0.9933	6.2821	5.2708	-2.3449	2.0641	-2.4388	2.155	2.539	-5.3474	-7.9899	-0.8979	5.1581	4.5957	2.6844	2.2102	-2.1246	-7.9352	-8.0465	-0.0603	1.7329	-8.0586	1.5375	-8.233	-7.8458	-6.4771	-7.1246	-7.1194	2.3763	-8.1121	1.9204	4.8789	4.0529	7.7798	0.9031	-0.4496	-7.1769	2.6221	4.1002	4.6862	-3.6184	-0.714	4.4779	5.884	2.8372	2.7418	9.1109	-0.3965	9.6371	1.8081	4.4463	-1.8318	-2.3004	-8.1041	2.2692	-6.2303	4.864	-2.3615
D03-ZF-R1	-4.7176	-7.9842	-10.4041	-11.1314	-8.7	-2.8015	2.3273	-0.4918	1.0541	-6.2412	2.5448	-12.6862	-12.8929	-3.4905	-1.0274	0.5137	0.4516	-6.4199	0.3055	3.5489	4.7257	4.0583	0.5593	-2.4861	-1.2329	-4.5227	-3.2334	0.0976	1.8776	-1.5983	7.717	-2.4603	1.9381	1.4365	2.8388	-1.0455	3.3996	-0.3484	4.3742	0.055	5.3768	-1.7827	1.7867	3.6291	3.5737	-3.0335	-6.5448	-6.4239	1.0536	-2.4807	1.2789	2.4638	2.6406	3.0094	1.9545	1.5385	-0.0503	4.1136	5.1151	2.6207	3.397	-1.2456	2.8812	2.987	3.4764	4.9785	-4.2318	1.7446	3.3741	2.7439	6.2849	-2.2465	-1.5773	-1.8362	0.9254	-2.0077	4.9083	1.5743	0.3983	-1.7237	-10.7963	4.1929	8.4401	3.3933	4.0983	4.1827	-0.8796	-5.417	1.2834	-1.0942	8.1252	-5.0418	2.2349	0.3625	-0.6557	-0.312	7.3199	3.1119	2.1116	1.8845	5.9709	-1.5952	-1.4736	-1.9867	1.3745	-4.5661	3.4826	1.533	4.6528	0.5177	-6.8114	3.3053	2.3393	3.9388	-3.2423	-1.8047	0.2708	0.0335	2.5089	5.2546	-3.7952	0.22	-2.1309	2.1705	-5.4263	-0.6351	0.1323	0.263	-1.1236	2.0076	5.834	6.573	-3.3467	2.5348	-2.6937	3.5209	2.8955	-2.0895	-7.112	-0.7559	4.4874	4.8989	3.7929	2.0989	-6.2672	-4.7219	-5.4914	0.0841	1.8895	-2.0082	-0.2378	-12.621	-10.995	-9.7806	-3.0621	-2.819	4.3338	-10.4594	1.3713	5.2309	1.4854	6.0223	-0.0523	-1.8861	-7.9994	0.972	4.9645	4.61	-5.3405	-1.9158	2.3324	4.1989	1.1861	1.0825	9.3062	-3.407	7.4065	1.2465	3.836	-3.6746	-2.95	-5.8951	3.134	-1.0533	4.8323	-2.0071
D03-ZF-R2	-4.4632	-9.7609	-9.6645	-10.0588	-2.5194	0.9182	4.2317	-0.4	3.5247	-4.8949	3.4332	-9.5181	-9.7945	-4.4702	-1.7924	-0.4788	-0.4481	-6.3274	-0.2122	2.7413	3.8803	3.0362	-1.4423	-3.4112	1.9052	-5.5939	-2.7503	-0.6372	-0.3778	-2.3177	6.718	-2.6999	1.7273	0.6253	1.9835	-2.1889	3.0691	-0.1248	4.4646	-0.0308	4.4709	-1.1277	1.3274	3.0906	3.7095	-6.9331	-8.23	-8.8517	0.3513	-2.3126	0.5855	2.8144	3.1336	2.1049	1.3757	1.2412	-0.9503	5.1086	4.6172	3.3905	3.4574	-1.3543	3.4949	3.3008	3.9203	6.376	-4.3623	1.2142	3.3521	2.4259	5.3369	-2.9108	-2.4147	-1.5736	0.7287	-1.7742	4.9961	1.8859	1.0802	-1.111	-8.7444	4.7646	9.2175	4.3753	4.9148	5.1856	-1.6308	-7.8057	2.5283	-1.2661	8.4717	-5.8469	1.218	-0.7765	-0.9065	-1.3979	6.6887	1.5946	0.6432	0.5612	5.1579	-1.9592	-2.0548	-3.0258	0.1105	-4.5944	5.4173	4.0595	6.9081	-0.5564	-7.4119	3.1569	1.0099	5.0247	-2.3247	-0.8452	1.0626	2.0663	4.1006	6.1664	-3.1529	-0.6977	-0.7806	3.1705	-6.7719	-1.5414	0.2527	-0.1766	-0.4929	2.107	5.8243	7.214	-2.5905	3.1425	-0.8591	3.6251	3.2577	-1.6366	-9.6259	-0.3565	5.2682	4.9799	3.9196	3.0312	-7.8985	-9.5993	-7.4873	2.0853	2.2598	0.1997	0.053	-9.8835	-9.8185	-9.7188	-8.1401	-6.5983	4.957	-9.7816	2.2576	5.0464	1.0035	5.4288	-0.1109	-2.0659	-8.6766	0.9618	5.1334	4.7961	-7.1958	-2.4889	1.8071	3.5535	0.8062	0.2315	10.3326	-2.2689	7.8818	2.5475	5.0887	-3.4827	-1.6852	-6.991	3.0802	-0.1278	4.805	-1.5288
D03-ZF-R3	-4.4155	-9.1409	-9.7415	-11.3922	-5.8818	-1.259	3.3801	-0.7823	1.3401	-6.3521	3.3517	-11.4348	-11.3923	-2.7303	-2.1948	-0.6085	-0.5525	-6.5595	-0.1649	2.4702	3.8988	2.7992	-1.8156	-3.7255	2.3243	-5.3509	-5.3732	-0.566	-0.0891	-2.1924	6.5272	-3.5799	1.2684	0.7716	1.8887	-2.0224	2.8343	-0.0351	4.4777	0.2206	4.7541	-1.152	1.6823	3.348	3.9324	-3.8362	-5.5867	-9.7288	0.8888	-1.4739	0.9896	2.652	3.0426	2.046	1.3887	1.2528	-0.41	5.0828	4.504	3.1923	3.1757	-1.4819	2.9746	2.8486	3.7491	6.5358	-4.0562	1.3336	3.4328	2.3392	5.4698	-2.3241	-1.9548	-1.4972	0.6022	-1.8228	5.1025	1.9277	0.8817	-1.2232	-11.2254	4.5351	8.9263	4.1261	4.7616	4.9562	-1.275	-6.5125	2.1173	-1.1283	8.4088	-4.8375	1.1334	-0.7707	-1.3997	-1.0568	7.081	1.3588	1.0112	1.0234	5.2071	-2.3856	-1.8803	-2.8362	0.4088	-4.5446	4.8292	3.2004	6.1817	0.0207	-6.427	3.533	1.3064	4.7478	-3.9491	-1.7487	0.3806	-0.5681	3.2524	5.6139	-3.429	-0.4234	-1.8281	3.1841	-6.3316	-1.5249	-0.1983	-0.5066	-0.3841	1.5485	5.9904	7.1994	-2.5133	2.5721	-2.0018	3.7173	3.6834	-2.7517	-5.6939	-1.0385	4.8817	5.0843	3.9715	2.5813	-5.2119	-4.1748	-8.6567	0.6325	2.3439	-1.8431	0.2413	-11.3277	-10.4004	-8.4627	-9.3673	-1.7568	5.1551	-1.4435	2.0432	5.5723	1.4293	6.1024	0.4008	-1.8544	-8.4412	0.9153	5.5439	4.8421	-4.6992	-1.9768	2.4474	4.1563	0.9221	1.0889	9.9335	-2.4467	7.8758	2.4185	4.246	-3.463	-2.2689	-8.6436	3.2819	-0.8716	5.1711	-1.5994
D03-ZH-R1	-3.7577	-11.1037	-10.8169	-10.9251	-3.8646	1.8742	3.4948	0.4314	2.4902	-3.8706	2.6391	-10.7947	-10.8294	-1.3641	0.1811	1.4559	3.1477	-8.3905	-0.9586	1.5375	2.3279	1.8636	-0.1266	-1.4836	1.6951	-4.5545	1.8352	0.079	2.8526	-2.2995	6.4633	-8.9999	2.1571	-2.2795	0.8598	-3.9446	2.5742	-3.0509	1.0366	-2.6783	3.9631	-0.8911	0.0835	1.8427	2.6228	-11.0995	-11.1918	-11.0788	-0.6121	-3.1715	-1.3008	-0.0966	0.6434	1.2304	-0.4005	-1.221	-2.8184	2.2032	3.173	0.354	1.9404	-1.0856	0.9637	1.5181	2.3745	5.1354	-4.0622	1.2794	4.9741	2.0031	5.2398	-3.5129	-3.828	-1.3459	-0.448	0.579	3.1682	0.8645	-1.2506	-2.0681	-2.78	2.6024	6.8114	2.8368	4.2737	1.8451	-1.3648	-4.5074	-0.2296	-0.6993	7.1409	-6.5971	1.2329	-1.2734	-1.9546	-1.4787	6.3654	2.5118	0.7088	0.3765	3.364	-2.5669	-1.6694	-2.3044	-0.142	-2.8895	1.6394	0.1204	3.4362	-0.281	-4.1647	2.2612	1.8844	0.6537	-0.7716	-2.4014	0.6678	3.5636	-0.0464	2.5483	-5.6584	-3.1619	-4.8139	-8.446	-8.1126	-1.721	-2.4457	-1.1916	0.8337	4.0999	7.2449	9.3271	-1.8429	4.3843	-0.5298	5.4403	4.8748	1.9541	-8.6372	1.3586	6.8696	7.1191	5.2219	3.5924	-2.0038	-2.9077	-3.544	0.9541	3.5831	-0.1172	1.8835	-7.8712	-8.4306	-7.875	-1.8484	0.5494	6.2813	-1.535	2.8997	5.9819	3.6385	6.7693	1.1705	-0.9819	-2.8414	2.9265	6.3465	5.922	-4.7336	-1.162	3.3452	5.0927	2.2048	1.9652	11.1581	-2.8286	8.2576	2.1531	5.7384	-1.7537	-0.3105	-4.8604	4.389	1.7003	6.5679	0.0684
D03-ZH-R2	-3.7858	-9.2573	-8.5094	-9.2659	-3.0357	3.1872	5.8951	3.3642	2.7891	-5.3681	2.6606	-9.4319	-9.6282	-3.057	-1.1314	0.4503	0.548	-9.5036	-2.0007	1.8881	2.1385	-0.1688	-2.2033	-7.8975	2.5636	-5.9998	-0.8274	-0.7191	1.8729	-2.6712	5.2596	-9.5669	3.0008	-1.0451	1.0149	-3.1458	3.6644	-1.7997	1.5044	-2.0743	4.0915	-0.3101	1.4768	3.5635	4.6441	-6.2871	-6.2149	-9.4554	0.1258	-1.9142	-0.6747	2.1735	2.1491	1.3114	-0.5718	-0.1566	-3.0935	5.7662	4.4033	0.9932	3.0594	-0.539	2.7908	2.7154	3.0692	5.8691	-3.2797	0.5999	4.6545	2.3038	4.6753	-4.4217	-5.178	-2.2552	-0.5182	-1.6137	3.9917	1.1503	-0.5732	-1.2348	-9.2973	4.2489	8.3195	4.2303	5.1317	3.8887	-2.0132	-5.1226	2.4382	-1.5227	8.1518	-9.4531	0.6449	-3.0767	-3.4222	-1.9608	6.26	2.8772	0.9927	0.5342	3.248	-2.7763	-2.3761	-3.9366	-1.2816	-5.2679	4.9807	3.4942	6.4172	0.1463	-9.5802	2.5925	0.5831	1.4806	-1.4769	-4.2428	-0.4083	3.9297	0.0559	3.1195	-5.2579	-5.316	-6.1715	-9.2016	-7.4807	-2.9353	-2.9972	-3.252	0.6532	4.178	6.046	9.0845	-1.4797	5.2232	0.7346	4.4638	5.1909	0.3871	-4.8582	1.0287	8.2738	5.6574	4.06	5.0336	-1.1333	-1.6492	-6.8156	1.1122	2.7649	-0.6733	2.0742	-9.6284	-7.5354	-7.1714	-7.1296	0.1832	6.3887	-6.6528	4.0907	5.4955	2.5437	5.8185	1.0422	-1.808	-7.1164	2.1614	5.9442	6.0346	-3.8345	-0.9565	2.3134	4.0611	1.5432	0.894	12.8319	-0.8241	9.0041	4.1626	7.3589	-1.6281	0.3174	-4.2482	3.8195	2.4338	6.0801	-0.2788
D03-ZH-R3	-1.5214	-2.6446	-5.8033	-2.5848	2.4336	2.4822	4.2165	2.811	3.783	0.6975	2.1579	-4.0362	-3.4891	-2.8838	-0.6431	-0.449	-1.033	-1.5703	-0.477	-0.2692	0.2835	-0.7055	-1.8416	-4.7188	2.5431	0.2155	-1.936	-0.8727	0.26	-2.8526	1.1477	-3.8612	1.535	-1.5615	-0.4262	-1.5287	2.3547	-1.9779	-0.4364	-2.6507	1.8721	0.2474	1.0679	2.6367	3.373	-3.1754	-6.0086	-3.2787	-0.2719	-2.4977	-1.5736	-0.2103	0.1905	-0.0448	-0.9621	-1.8042	-4.0174	4.2978	2.6232	0.4477	1.0384	-1.1419	0.8696	1.3284	1.6518	4.9391	-3.106	-0.1374	3.1782	-0.7743	2.1838	-2.7944	-3.1201	-0.9655	-0.6897	-0.7253	2.4458	2.2447	-1.3908	-0.289	-2.3051	2.0593	6.902	3.132	3.3234	2.3716	-2.5574	-4.2526	0.1183	-1.7471	5.5796	-2.3517	0.0525	-2.6098	-4.7384	-3.6757	4.163	1.4837	-0.8049	-1.7952	0.5382	-2.4234	-2.4922	-3.7861	-2.8599	-5.0034	4.2497	2.6184	5.3603	-3.0698	-2.6188	0.0985	-1.3931	2.2982	5.5525	3.4779	3.2485	2.4702	-0.7064	1.9002	-4.2146	-5.3352	-4.2322	-11.5958	-4.5682	-1.31	-2.268	-4.0779	-0.4454	2.6215	4.6991	7.559	0.6839	3.4203	1.8869	2.8765	3.82	0.0301	-3.7916	0.1624	6.911	3.9721	2.2166	3.8368	-2.0605	-0.9115	-4.752	-0.1303	1.2981	-1.1403	0.4162	-9.6822	-9.3096	-8.3693	-3.1187	-0.0201	5.0283	-0.9806	2.967	4.6034	1.7857	4.6166	0.6895	-1.2606	-3.7653	1.4249	4.7458	4.9862	-2.8549	-0.9347	1.4517	3.0108	0.5745	0.2642	11.2726	-1.951	7.3404	2.852	5.6893	-3.479	-0.0127	-1.6998	2.524	1.8102	4.4542	-1.8403
D03-ZR-R1	-2.9026	-5.791	-7.895	-10.6171	-3.2551	-1.3808	3.9751	0.5611	3.1265	-8.3418	4.7373	-11.6465	-11.6343	-1.2106	-1.7756	1.6802	-0.2381	-6.5101	-1.0384	2.4874	2.5206	0.0324	-2.102	-4.1001	0.9236	-6.2683	-2.1359	-0.7134	-0.0247	-2.302	6.0059	-6.359	2.2735	-2.8485	0.7771	-3.3834	2.2136	-2.0197	1.8998	-2.3574	4.1881	-1.7302	0.2692	2.3608	4.4509	-9.9771	-9.9594	-5.0805	0.2495	-3.6262	-1.2483	1.7667	1.863	1.2131	-0.3127	-1.0496	-2.8883	5.9854	4.0755	0.4908	4.391	-1.542	2.1214	1.1754	3.148	5.4917	-2.8736	0.6851	4.1685	1.7095	4.1456	-3.4266	-3.7316	-0.7781	-1.7578	-1.2831	5.857	1.8468	-1.4322	-1.4102	-4.8952	3.9198	8.1862	3.5566	3.7838	3.6326	-1.7745	-5.7923	1.7055	-0.8408	7.8245	-5.3729	0.6011	-1.936	-1.7304	-2.0065	6.2954	1.8608	0.5978	0.7534	3.8109	-3.4298	-2.6177	-2.9927	-0.4573	-3.5361	3.3704	1.5305	4.8875	-1.3446	-2.8888	2.5212	-0.3827	2.3565	-3.6506	-3.4702	-0.8067	0.338	1.7047	4.2123	-4.2484	-1.5735	-2.9123	1.7179	-7.0792	-1.9814	-1.438	-1.3752	0.4757	3.6878	7.1387	8.4737	-1.7433	4.4366	-0.7549	4.8688	5.2287	0.5536	-5.0762	1.3704	6.1508	6.2568	4.8529	4.8302	-1.5977	-3.278	-4.3089	1.8691	3.5949	0.4409	1.4604	-10.4695	-11.6148	-9.0193	-11.6354	-0.3918	6.5781	-1.1606	3.614	6.2895	2.7962	6.8552	1.4274	-1.2116	-5.3696	2.6175	6.2854	6.0132	-4.0969	-1.1209	2.97	4.8129	1.5728	1.9133	11.0602	-2.634	7.9846	2.1562	5.8141	-2.1146	-1.4227	-8.6638	4.2434	0.7214	6.2519	-0.5247
D03-ZR-R2	-3.6625	-9.4764	-9.5734	-9.0029	-2.7906	0.0784	4.5767	-0.2471	3.7379	-4.2455	3.8531	-10.349	-10.5187	-4.9997	-1.2975	1.274	1.0827	-6.5049	0.3619	2.1659	3.3562	3.1286	-0.1898	-3.5619	1.8496	-4.6481	-2.7544	-0.4312	1.3654	-1.571	7.696	-3.2712	2.1324	0.1238	0.9408	-2.695	2.4403	-1.1977	2.9956	-0.9698	4.3785	-2.5376	0.5032	2.3917	3.733	-9.5146	-8.4177	-10.4371	-0.536	-3.0672	0.1379	2.3274	2.4102	1.7656	0.5606	0.7687	-1.7603	3.7896	4.2045	1.4593	3.8261	-1.1716	3.086	2.0351	3.636	6.891	-3.6717	1.2851	4.1828	2.0154	5.4689	-3.2085	-3.1576	-1.0651	0.6379	-2.6571	5.5557	1.707	-0.3758	-1.5911	-8.8625	4.2407	7.3652	2.2808	2.8355	2.8366	-1.6558	-6.4606	0.7231	-0.8052	8.3728	-6.563	1.2458	-1.1856	-0.6944	-0.8168	6.5757	2.7831	0.7442	0.5425	4.414	-2.0866	-1.8923	-2.4594	0.6554	-4.1572	3.5422	1.9617	4.8092	0.0272	-2.1938	3.635	1.7043	2.4172	-3.4668	-2.1472	-0.7023	0.9673	3.4569	5.2447	-3.943	-0.5132	-1.9029	2.3694	-6.9571	-0.981	0.6801	-0.0372	0.0901	3.0786	6.4267	7.8112	-1.7953	4.2258	-0.2511	4.2745	3.9389	-1.2963	-7.2714	0.7519	5.6687	5.9079	4.5885	3.0211	-8.4868	-4.1097	-7.8816	2.7294	2.1034	1.4095	0.6481	-10.469	-8.8565	-9.4611	-9.537	-0.5492	5.4766	-7.539	2.188	5.1512	2.0829	5.9876	0.0217	-1.609	-8.4561	1.2271	5.3431	5.5471	-7.7056	-1.7611	2.0746	4.0401	1.0274	1.0147	10.6443	-2.991	7.5377	1.2765	5.6228	-2.9048	-0.7798	-8.8382	3.3654	0.8594	5.2491	-0.5972
D03-ZR-R3	-4.1034	-10.6634	-12.3223	-12.1097	-9.6244	0.0031	3.5969	-0.0764	2.0668	-7.9025	3.4629	-12.208	-12.2165	-3.1748	-0.9573	1.2918	1.1747	-6.0215	-0.3969	2.8803	3.8366	3.0058	-0.3742	-3.3931	1.3636	-5.4675	-4.4129	0.1652	0.7454	-2.0398	7.1113	-3.4247	1.4196	0.0389	1.339	-2.1687	2.7821	-0.222	4.2177	-0.0749	4.8675	-1.8561	1.2834	3.0273	4.0332	-3.584	-5.8069	-10.3485	0.3689	-2.0045	0.785	2.549	2.9099	2.1045	1.1584	1.2016	-0.2638	4.6681	4.3924	3.2227	3.1733	-1.359	3.2602	3.016	3.9406	6.4107	-4.4265	2.0779	4.4765	2.7427	6.0449	-2.2741	-2.2327	-2.0548	0.1865	-1.8249	4.836	1.5715	1.0876	-1.2976	-9.6378	4.5018	8.7154	3.8346	4.5029	4.5323	-1.3164	-6.1628	1.9761	-1.3264	8.2775	-4.8005	1.7768	-0.9912	-1.0042	-1.0448	6.9804	2.8796	1.2901	1.3139	5.0299	-1.6458	-1.4425	-2.1486	0.6286	-4.7786	4.1409	2.5096	5.6086	-0.0112	-6.3061	3.2037	2.0471	4.413	-3.6188	-1.6988	0.6418	0.4839	3.1887	5.6147	-3.5782	-0.5218	-1.6763	2.7567	-6.1837	-0.881	0.5164	0.0651	-0.4272	1.6931	5.7722	7.163	-3.0406	2.8663	-2.0423	3.8412	3.4995	-2.5805	-6.7576	-0.6411	4.9399	5.2558	3.9807	2.6393	-5.9026	-4.2702	-9.1217	0.5825	2.5019	-0.5525	-0.1876	-12.3487	-12.2861	-11.2347	-9.3088	-1.8044	4.9804	-1.7944	2.0763	5.3424	2.5791	6.1287	0.0638	-1.7736	-9.154	1.9373	5.3515	5.049	-4.521	-1.7799	2.2462	4.1784	1.3375	1.2098	10.0413	-2.8088	7.8403	2.1311	4.5356	-3.397	-2.082	-5.8513	3.0764	-0.801	5.2793	-1.5136
D04-NF-R1	-1.4923	-4.6505	1.2093	-9.3736	9.3876	0.0819	1.1749	0.1025	0.9595	-5.267	-0.6803	-9.4035	-11.278	-4.9634	1.6487	2.8387	-1.804	3.5953	-2.4809	2.0112	-0.7604	6.3353	-1.1529	3.6028	1.7422	-5.118	-1.1448	2.2994	8.5963	-3.411	4.2869	-11.2678	-3.6764	-5.6822	-3.2386	-3.9763	2.6502	1.2631	-2.0784	-0.4186	7.7186	0.9478	3.9905	0.8791	4.1618	-2.4494	-5.0774	-4.2107	4.1473	-3.6554	2.4847	3.2358	5.1322	-0.3129	2.7261	1.9924	2.6971	0.4542	5.6069	4.3842	4.6215	-1.7548	1.2957	0.9331	4.9944	-11.174	-2.7347	1.2017	4.5976	1.9777	8.108	5.1552	5.0932	-0.6396	5.5362	-3.8306	4.7935	1.8734	1.5814	-3.7269	0.5223	4.3285	7.3654	1.0981	1.0919	1.2641	-0.2471	-4.8698	0.2262	4.626	7.6684	-1.7171	2.8234	-0.1796	-3.6337	-1.2162	8.2295	5.459	4.3999	4.9907	0.9508	1.282	1.411	5.4058	1.1774	-3.8479	-6.792	-11.1499	-6.3022	-3.8985	-4.569	4.912	3.2408	4.0814	3.7788	3.4206	4.0159	2.3141	1.8442	0.549	-3.2417	-5.7912	-3.0929	-11.2609	1.105	-1.6417	-1.7229	2.1381	-0.1437	1.2668	4.4933	3.6196	0.58	1.8819	0.4168	3.2269	-2.0002	-1.579	-11.2602	1.2552	-0.1565	2.1501	-2.5974	-2.6758	-3.2968	-8.532	-3.4248	3.7761	-2.6834	-10.3862	-0.8763	-11.393	-11.2739	-2.1017	-1.7966	-11.3287	-2.8112	-2.2814	0.0071	-1.663	0.6235	0.7978	2.4272	4.8186	-9.2904	0.4217	-1.1115	-0.7061	-5.8504	2.1914	1.2723	1.0516	-1.5374	0.7337	5.7142	0.7199	6.7597	4.5653	2.3301	1.013	1.9445	-0.2114	2.7166	2.7055	-0.2884	4.0088
