Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D09-ZF-R3,0.458427556,0.337484495,0.037115121,0.047369751,0.001462994,0.000793327,0.117286622,0.090376024,96,257,944,2113,2722,2.879300563,7.264620661,0.188072386,0.026175714,0.03198736,0.032630053,0.021832377,0.013025519,0.028363828,0.008863057,0.019351989,0.007719214,0.00618168,0.010316392,0.010982794,4.54e-05,0.007946206,0.009129228,0.00644291,0.007029705,0.008601577,0.000281294,0.004989325,0.001259434,0.006185024,0.004516925,0.002314137,0.000556798,0.004829063,0.002108307,0.002026006,0.013394405,0.003633264,0.000155221,0.000127022,0.000680775,4.35e-05,0.00021107,0.000410561,0.303732131,0.031791811,0.001200041,0.011325876,0.00925615,0.027055282,0.004234782,0.000501847,0.041134705,0.006489227,0.000152376,0.022068602,2.31e-05,0.006344188,5.76e-05,6.97e-05,0.000970354,D09,ZF,R3,2.22215e+11,4.657003824,5.3,1.01869e+11,74994045628,8247528823,10526259192,325098898.1,176288957.6,26062821783,20082889037,51,111,345
D09-ZH-R1,0.423547913,0.378543676,0.028605669,0.042304962,0.001677309,0.000845528,0.124417776,0.095064282,103,269,988,2373,2841,2.774092685,6.340276465,0.185133012,0.023006668,0.037488411,0.02190134,0.018927811,0.012812539,0.027783526,0.011693972,0.020570785,0.00501059,0.00796033,0.009806681,0.009826882,4.35e-05,0.006002245,0.010475618,0.004497306,0.004869253,0.006199162,0.000289097,0.005695495,0.001132346,0.003525207,0.004594832,0.002443992,0.000560217,0.003206292,0.001086597,0.002042048,0.010339914,0.001491878,0.000150594,0.000114175,0.000696494,3.56e-05,0.000220743,0.000440122,0.338115227,0.038072381,0.001280429,0.012529004,0.010319462,0.02863815,0.004653857,0.000568039,0.029636191,0.00583353,0.000175711,0.023717694,2.97e-05,0.005803175,6.71e-05,7.31e-05,0.001114046,D09,ZH,R1,18180783886,4.653805236,3.76,7700433074,6882220758,520073494.1,769137378.3,30494793.55,15372354.14,2262012692,1728343175,22,51,108
D09-ZH-R2,0.399195841,0.385914432,0.026460611,0.053747232,0.002177058,0.000928415,0.131518042,0.103316137,103,281,1011,2363,2713,2.785345346,6.22956863,0.168889312,0.022125895,0.037233147,0.020786135,0.018171813,0.01206897,0.02657428,0.013585203,0.019917416,0.004748824,0.007067963,0.008914327,0.00942423,4.23e-05,0.005932409,0.009671884,0.004385143,0.004726178,0.005989388,0.000269574,0.005898133,0.00090568,0.003346773,0.004279572,0.002494996,0.000533108,0.00338871,0.001067559,0.001947685,0.011055539,0.001562588,0.000145663,0.000108534,0.000540769,3.33e-05,0.00023211,0.000437267,0.350705521,0.036613703,0.001333665,0.012352299,0.01083601,0.032735835,0.004457052,0.000591597,0.027716152,0.005424184,0.000163109,0.021448467,2.64e-05,0.005313917,6.63e-05,7.28e-05,0.001476644,D09,ZH,R2,94493786068,4.629414498,4.7,37721526363,36466515801,2500363356,5078779489,205718413.4,87729459.28,12427637704,9762732907,40,89,221
D09-ZH-R3,0.349740426,0.44552662,0.010382138,0.052710105,0.002321941,0.000939646,0.138322382,0.107674509,96,270,931,2285,2643,2.553187131,4.883132364,0.169347421,0.017355972,0.03926862,0.013737031,0.012457123,0.009242019,0.025075846,0.010618142,0.017489541,0.002763943,0.005913234,0.008896505,0.005099472,4.47e-05,0.003558624,0.009992499,0.002881289,0.002980037,0.004666691,0.000248651,0.006211529,0.00063734,0.001214686,0.004534092,0.002450772,0.000457899,0.00177155,0.000486953,0.002343937,0.007364712,0.00057546,0.000119339,7.99e-05,0.000564248,2.94e-05,0.000228653,0.000435584,0.410311147,0.036286535,0.001558097,0.014941961,0.012342743,0.036323997,0.005673315,0.000699166,0.011090217,0.001742119,5.77e-05,0.023725488,2.8e-05,0.005857391,7.08e-05,8.02e-05,0.001578796,D09,ZH,R3,1.44988e+11,4.645655198,2.6,50708079797,64595905089,1505282924,7642319851,336653086.9,136237124.5,20055051828,15611485510,43,98,274
D09-ZR-R1,0.34954435,0.451560704,0.024004247,0.04469563,0.001904876,0.000852664,0.127383342,0.095372157,101,264,973,2275,2851,2.678424216,5.182283766,0.118816094,0.019929874,0.036167516,0.018700838,0.016599162,0.011035831,0.023488405,0.013191842,0.01878868,0.003732803,0.006170605,0.009650886,0.005531269,5.13e-05,0.00421853,0.011728319,0.004869069,0.005411036,0.006355422,0.000263165,0.006061509,0.000580928,0.001855232,0.005722459,0.002709641,0.000496568,0.002926914,0.001003024,0.002707341,0.012477113,0.000916726,0.000132913,0.000107717,0.000759307,4.3e-05,0.000194146,0.000441609,0.411835083,0.044799708,0.001514999,0.015702836,0.011340322,0.031196315,0.005352004,0.000698862,0.025896642,0.00452312,0.000133866,0.028910807,3.08e-05,0.007745787,7.92e-05,8.96e-05,0.001297825,D09,ZR,R1,8482548528,4.538273372,3.18,2965026907,3830385581,203617189.7,379132850.7,16158204.85,7232761.976,1080535383,808998949,13,40,82
D09-ZR-R2,0.469325272,0.331699517,0.038759915,0.040991851,0.001490538,0.000794687,0.11688413,0.089941301,97,257,953,2137,2540,2.837768079,7.074017398,0.206403078,0.027783908,0.035366093,0.029621549,0.022919629,0.012627829,0.027362557,0.010850643,0.019137451,0.00717991,0.007218942,0.009482188,0.011734283,3.87e-05,0.008217549,0.009271183,0.005166994,0.005660978,0.006502433,0.000277257,0.004968681,0.001205064,0.006395316,0.0043543,0.002117979,0.000550991,0.004704264,0.002445419,0.001875792,0.011533989,0.002832947,0.000157594,0.000134923,0.000697727,3.89e-05,0.000205576,0.000396332,0.298229946,0.031506585,0.001062878,0.011075588,0.008428628,0.02475573,0.004179391,0.000488629,0.041679457,0.007287614,0.000173735,0.020141635,2.6e-05,0.005559291,5.82e-05,5.53e-05,0.00098188,D09,ZR,R2,1.74594e+11,4.693765362,3.14,81941362008,57912735172,6767247409,7156929944,260238946.4,138747492,20407264157,15703208641,47,106,299
D09-ZR-R3,0.423339654,0.375180857,0.036688489,0.044364784,0.001793787,0.000812748,0.117765515,0.089813113,99,256,944,2299,2683,2.852420732,6.591177617,0.137819169,0.029083727,0.039623166,0.031909029,0.026601776,0.012440355,0.03018012,0.009827549,0.014280898,0.007357916,0.005873595,0.006783178,0.014279682,5.02e-05,0.009631017,0.011104677,0.004431088,0.005139113,0.005614314,0.000233817,0.00518634,0.001528455,0.007522079,0.004561171,0.002055468,0.000454764,0.006279032,0.002971127,0.002405448,0.009491931,0.002854246,0.00017267,0.000149747,0.001009175,3.52e-05,0.000176702,0.00036749,0.349571396,0.027782682,0.001392517,0.012797847,0.010057389,0.028024453,0.004847352,0.000592579,0.040520763,0.006651991,0.000183828,0.020372457,2.34e-05,0.005053606,5.84e-05,5.76e-05,0.001211507,D09,ZR,R3,63719603548,4.624150211,2.64,26975034888,23906375454,2337775968,2826906449,114299400,51787967.61,7503971900,5722855942,40,77,169
D10-NF-R1,0.512432335,0.320658359,0.071474118,0.002062375,0.000103642,0.000476659,0.092756409,0.051199255,79,216,807,1969,2575,2.572145597,5.043725253,0.001405076,0.048317298,0.025250986,0.044998061,0.012247076,0.023205332,0.028479945,0.061895878,0.027841754,0.033184936,0.01048598,0.003001358,0.016422421,0.031509529,0.006670005,9.87e-06,0.002284224,0.000486182,0.013075968,0.000264594,0.006027683,0.002179948,0.006343497,0.004773285,0.012684746,0.000341883,0.000474754,0.00012617,0.006231923,2.02e-06,0.006341111,0.000342113,0.000278776,0.000173627,7.53e-06,0.010550649,0.000667473,0.422117603,0.008529687,0.000490175,0.005491382,0.002668975,0.000270147,2.32e-05,0.002138962,0.003084247,0.075039268,0.001115377,1.47e-06,1.28e-05,1.88e-06,0.000105287,1.19e-06,0.000110611,D10,NF,R1,2.08213e+12,4.595630928,83.8,1.06695e+12,6.67654e+11,1.48819e+11,4294141108,215795696.4,992466953.6,1.93131e+11,1.06604e+11,92,255,958
D10-NF-R2,0.399846686,0.429529168,0.058899175,0.00289774,0.000145855,0.000452986,0.108193867,0.057395723,77,213,809,1992,2372,2.366931223,3.731985307,0.001359978,0.024382833,0.029442004,0.025990268,0.009771959,0.018394962,0.012686403,0.052023844,0.031587805,0.024093357,0.005674558,0.006056804,0.009220495,0.037130867,0.003485593,1.17e-05,0.002589106,0.000459482,0.010664939,0.000350105,0.007808977,0.001716383,0.003461327,0.007905111,0.015876364,0.00037158,0.000197494,0.000111238,0.005130108,1.43e-06,0.00196112,0.000308517,0.000239011,0.000110522,8.95e-06,0.007797739,0.000671578,0.504777032,0.0171362,0.000463705,0.012712817,0.006521153,0.00048611,3.01e-05,0.007129239,0.002286316,0.058150511,0.001125549,1.93e-06,1.09e-05,3.44e-06,0.000100858,1.07e-06,0.000153829,D10,NF,R2,2.92112e+11,4.585483447,7.16,1.168e+11,1.25471e+11,17205140290,846463846.7,42605857.32,132322545.1,31604698125,16765964295,49,110,313
D10-NF-R3,0.471272621,0.364116373,0.065286472,0.002013443,8.63e-05,0.000403232,0.096786619,0.051571546,75,208,774,2092,2444,2.456512494,4.27113525,0.001444623,0.044701059,0.02394,0.04093266,0.01144862,0.021616336,0.01868247,0.053563828,0.025246289,0.032893184,0.008057759,0.004471084,0.014138137,0.031425245,0.004989529,9.45e-06,0.001737171,0.000569048,0.009568418,0.000287627,0.005717265,0.003287865,0.004881501,0.005356948,0.013838935,0.000337056,0.00034125,0.000115185,0.007095125,1.01e-06,0.00420504,0.000334261,0.000244069,0.000168472,7.1e-06,0.012738414,0.000610313,0.466535866,0.008926289,0.00043625,0.007906341,0.003239498,0.000348519,2.56e-05,0.003457399,0.002557669,0.067470979,0.001238296,1.12e-06,9.84e-06,2.8e-06,0.000112333,1.06e-06,9.04e-05,D10,NF,R3,55175675.9,4.588624514,6.98,26002785.38,20090367,3602225.207,111093.0739,4762.880247,22248.58061,5340267.105,2845494.911,0,3,9
D10-OF-R1,0.277156813,0.586878485,0.03114363,0.002061527,6.48e-05,0.000352084,0.102316695,0.04120501,68,168,604,1764,2213,1.735538088,2.165463602,0.000792779,0.01791693,0.017272495,0.017548019,0.005921048,0.010807386,0.007823784,0.027027837,0.017845513,0.014162116,0.003580537,0.004033093,0.00589142,0.034789206,0.002511697,7.19e-06,0.001128097,0.000245493,0.004626736,0.000194298,0.004740547,0.002267683,0.002396946,0.003399945,0.009249576,0.000201352,0.000142095,6.65e-05,0.006323618,1.07e-06,0.001562714,0.000189931,0.000134101,8.15e-05,4.57e-06,0.005952491,0.000429847,0.675648893,0.016355291,0.000674131,0.014016997,0.004855769,0.000569658,3.67e-05,0.005285549,0.00139435,0.02898432,0.000426555,8.73e-07,4.64e-06,1.88e-06,0.000133697,2.69e-07,5.54e-05,D10,OF,R1,2.2137e+12,4.585242984,28.4,6.13543e+11,1.29917e+12,68942763800,4563610399,143504852,779408636.8,2.26499e+11,91215675762,82,221,821
D10-OF-R2,0.401772552,0.438133815,0.056070906,0.002382023,6.08e-05,0.000397954,0.101148651,0.049463786,74,199,745,1889,2317,2.264295574,3.356046586,0.001185562,0.032536047,0.022352069,0.030150042,0.009012926,0.017507284,0.014568312,0.045079142,0.02560918,0.022799261,0.006222527,0.005267079,0.0129209,0.02824143,0.003910625,1.05e-05,0.001470775,0.000384212,0.008356981,0.000281898,0.005319378,0.003586593,0.003312798,0.005031072,0.012653586,0.000318286,0.000254938,9.87e-05,0.008603449,8.1e-07,0.003095132,0.000284992,0.000214499,0.0001292,7e-06,0.011880669,0.000581548,0.535394692,0.014172683,0.000526155,0.010879846,0.004283051,0.000447413,3.15e-05,0.004301098,0.003360751,0.055227763,0.000920975,1.25e-06,9.87e-06,2.06e-06,0.000128685,8.84e-07,5.47e-05,D10,OF,R2,3.40437e+12,4.576450875,8.48,1.36778e+12,1.49157e+12,1.90886e+11,8109278028,206921538.5,1354780406,3.44347e+11,1.68393e+11,110,323,1187
D10-OF-R3,0.374938504,0.47890009,0.043510607,0.002138523,5.11e-05,0.00039159,0.100042323,0.044903078,71,191,674,2007,2400,2.092507722,2.860960721,0.001044506,0.032776745,0.018875978,0.030443778,0.00864206,0.015076807,0.012369609,0.03737363,0.019133797,0.023223499,0.005626793,0.004159854,0.00987334,0.033110491,0.003771026,8.35e-06,0.001297913,0.000356272,0.006510412,0.000230094,0.004637212,0.00422423,0.003643745,0.004001855,0.010524712,0.000256138,0.000237812,9.47e-05,0.006997011,1.26e-06,0.003107945,0.000248997,0.00019129,0.000125024,6.88e-06,0.008666529,0.000461868,0.583634406,0.012386307,0.000577387,0.011590746,0.004916296,0.000485234,3e-05,0.005024727,0.002672489,0.042344483,0.000802492,1.05e-06,8.4e-06,1.84e-06,0.000127806,5.78e-07,3.98e-05,D10,OF,R3,2.81959e+12,4.582507137,55.4,1.05717e+12,1.3503e+12,1.22682e+11,6029752976,144039013.5,1104123746,2.82078e+11,1.26608e+11,94,271,979
D10-OH-R1,0.428745183,0.420271125,0.049531136,0.002505923,9.78e-05,0.000488152,0.098324292,0.053669508,78,208,786,2062,2911,2.326668909,3.554169684,0.001336076,0.034022494,0.021499763,0.03463138,0.011310424,0.018821133,0.014172686,0.047187028,0.025397846,0.032110598,0.007868121,0.006036516,0.011757555,0.031670573,0.004694468,1.26e-05,0.002389046,0.000532668,0.006589215,0.000323101,0.005754352,0.002693701,0.004596469,0.00516782,0.008915926,0.000346576,0.000276111,0.000106061,0.01082789,1.89e-06,0.003416095,0.000310011,0.000235911,0.000129221,9.02e-06,0.010895582,0.000623234,0.519125166,0.01464903,0.00046376,0.010332224,0.003937641,0.00043497,2.92e-05,0.003988211,0.002187624,0.048219147,0.001264203,2.35e-06,1.01e-05,2.38e-06,0.000165158,1.08e-06,0.000104981,D10,OH,R1,4.40073e+12,4.575283288,44,1.88679e+12,1.8495e+12,2.17973e+11,11027887074,430457492.8,2148224964,4.32699e+11,2.36185e+11,124,389,1406
D10-OH-R2,0.358841346,0.494469424,0.03680787,0.002831992,0.000120888,0.000406056,0.106490251,0.048982723,75,195,727,2163,2163,2.054550674,2.750483882,0.001175405,0.025849953,0.01966468,0.026766367,0.008790492,0.01560882,0.010098256,0.040650142,0.023896429,0.021558324,0.005429961,0.006217243,0.007084921,0.032935499,0.003263996,1.1e-05,0.002613862,0.000432901,0.005076725,0.000301896,0.00550494,0.001858654,0.002576789,0.004696934,0.008951593,0.000309706,0.000181096,9.06e-05,0.010329547,1.46e-06,0.002150136,0.000259095,0.000190885,0.000118613,9.06e-06,0.008555661,0.000539955,0.59617368,0.014436747,0.000548911,0.012858849,0.004617476,0.000508714,3.23e-05,0.004972378,0.001620491,0.035145826,0.000874238,1.25e-06,8.85e-06,1.98e-06,0.000158706,1.04e-06,0.000134442,D10,OH,R2,4.31807e+12,4.57783751,18.4,1.5495e+12,2.13516e+12,1.58939e+11,12228750272,522003848.7,1753381090,4.59833e+11,2.11511e+11,117,359,1215
D10-OH-R3,0.33416377,0.524748957,0.032506712,0.002966616,0.00011172,0.000416259,0.105054132,0.046768346,71,187,705,1909,2532,1.945632368,2.51801375,0.001024998,0.021649311,0.01781338,0.023670335,0.007961702,0.013260734,0.009253687,0.039394218,0.02348541,0.020637903,0.00512643,0.005825318,0.006357764,0.030670792,0.003055504,1.11e-05,0.002180168,0.000387941,0.003908991,0.000292026,0.004817449,0.001672979,0.002766274,0.004660446,0.007779704,0.000278262,0.000169282,8.42e-05,0.011670518,1.35e-06,0.001855369,0.000239677,0.000168408,0.000103955,8e-06,0.008938283,0.000549619,0.624604521,0.016615518,0.000586587,0.011336848,0.004582972,0.000498101,3.22e-05,0.004393852,0.001328909,0.030331268,0.000671708,1.44e-06,8.35e-06,2.23e-06,0.000178939,5.24e-07,0.00011619,D10,OH,R3,4.69166e+12,4.575752811,37.4,1.56778e+12,2.46194e+12,1.5251e+11,13918346241,524154352.6,1952945895,4.92878e+11,2.19421e+11,119,386,1339
D10-OR-R1,0.367478056,0.486953105,0.038807896,0.002155226,8.28e-05,0.000394386,0.104096765,0.048310411,74,189,704,1944,2555,2.073978139,2.75395983,0.001186269,0.030180267,0.02075485,0.028920762,0.008308917,0.015068646,0.015095604,0.031646393,0.023211728,0.019395564,0.00621215,0.007263217,0.010321383,0.022787008,0.0037298,1.11e-05,0.002328447,0.000411427,0.007718363,0.000339801,0.005337899,0.002770217,0.002176525,0.005059445,0.007851624,0.000308343,0.000295174,9.53e-05,0.009678606,1.61e-06,0.002828591,0.000263427,0.000234942,0.000114808,8.3e-06,0.009871687,0.000578458,0.596284533,0.011391275,0.00053346,0.013059895,0.004949921,0.000551046,3.43e-05,0.005716671,0.00246852,0.037666454,0.000660322,1.69e-06,6.28e-06,2.06e-06,0.000159476,3.72e-07,8.45e-05,D10,OR,R1,2.60683e+12,4.567861069,33.2,9.57951e+11,1.2694e+12,1.01165e+11,5618297315,215811676.6,1028096538,2.71362e+11,1.25937e+11,93,267,996
D10-OR-R2,0.334772984,0.523977128,0.033469843,0.002060309,7.47e-05,0.000369642,0.105246051,0.045043374,72,177,675,1944,2338,1.943612346,2.479262549,0.001100294,0.025559431,0.019391356,0.024878033,0.007232175,0.014441682,0.01343873,0.030807165,0.021349001,0.017924233,0.005164869,0.00721992,0.008024631,0.020951186,0.003157632,7.87e-06,0.002334125,0.000397434,0.00737149,0.000329174,0.004981169,0.002470837,0.001791788,0.005011013,0.007451498,0.000279137,0.000221291,8.38e-05,0.009251668,1.4e-06,0.0022999,0.000234498,0.000210496,0.000106105,7.43e-06,0.009211029,0.000528812,0.63018576,0.012161085,0.000537003,0.013627446,0.005440831,0.000585325,3.49e-05,0.00589008,0.002061338,0.032022644,0.000637203,2.16e-06,6.67e-06,1.59e-06,0.000157729,5.71e-07,7.33e-05,D10,OR,R2,3.25301e+12,4.565806393,34.6,1.08902e+12,1.7045e+12,1.08878e+11,6702207244,243129020.3,1202450905,3.42367e+11,1.46527e+11,101,300,1118
D10-OR-R3,0.380711199,0.47617542,0.040720194,0.002313973,6.49e-05,0.000395766,0.09958843,0.046474848,74,188,697,1953,2760,2.111888631,2.863171627,0.001140652,0.033714693,0.019043722,0.031098837,0.008843182,0.015137441,0.01554176,0.03353773,0.020018536,0.020006481,0.006217946,0.005551536,0.011716846,0.029632265,0.003980034,8.66e-06,0.002138441,0.000389839,0.007591934,0.000280172,0.004792703,0.00379727,0.0029009,0.004308876,0.007858262,0.000286766,0.000357279,9.61e-05,0.008408071,1.52e-06,0.003348269,0.000265852,0.000235195,0.000118073,7.14e-06,0.008819051,0.000496765,0.583849275,0.01010764,0.000480111,0.013235034,0.005483244,0.000540201,3.22e-05,0.006035794,0.002602193,0.040084631,0.00077977,1.09e-06,7.14e-06,1.56e-06,0.000146782,5.89e-07,6.07e-05,D10,OR,R3,8.18936e+12,4.57702505,83.2,3.11778e+12,3.89957e+12,3.33472e+11,18949947401,531805658.2,3241065838,8.15565e+11,3.80599e+11,146,499,1640
D10-ZF-R1,0.376251419,0.492696397,0.029486745,0.003892546,0.000116792,0.000387724,0.097138684,0.046586105,71,189,664,1822,2486,2.035263497,2.682950219,0.001080437,0.031884038,0.019160909,0.031255105,0.009521236,0.011926577,0.010440926,0.030727928,0.021079802,0.027899516,0.005882214,0.004545692,0.005954542,0.028019625,0.003512268,1.18e-05,0.002039093,0.000358111,0.00493165,0.00027715,0.00458258,0.003417112,0.002699714,0.005509502,0.011190645,0.000273398,0.000207263,9.59e-05,0.01066279,1.45e-06,0.002174616,0.000258526,0.000215762,0.000121058,7.82e-06,0.010580834,0.000541371,0.604416488,0.01128657,0.000828963,0.011546949,0.005820329,0.0005345,3.4e-05,0.00617383,0.001387106,0.02849215,0.000548062,2.26e-06,6.55e-06,2.62e-06,0.000164861,8.14e-07,0.000130144,D10,ZF,R1,56511974571,4.579564962,2.92,21262710636,27843246279,1666354198,219975458.2,6600164.915,21911033.55,5489498824,2632672772,31,55,130
D10-ZF-R2,0.423188274,0.437473889,0.035438602,0.002814056,0.000111404,0.000467169,0.100474343,0.051228732,75,199,737,1760,2210,2.214666686,3.191065851,0.001225281,0.039828191,0.021793549,0.036829857,0.011033256,0.014110675,0.012554888,0.033737785,0.022672118,0.032625455,0.006980814,0.004901319,0.00695442,0.035172763,0.004334431,1.38e-05,0.001354922,0.000402799,0.006425182,0.000324393,0.005509642,0.003285174,0.003942015,0.005030669,0.01193657,0.000308479,0.000248123,0.000105576,0.011575594,1.07e-06,0.003031036,0.000316145,0.000231529,0.000148757,1.07e-05,0.011905227,0.000607158,0.550645783,0.012171399,0.000618705,0.012751775,0.004114158,0.000458401,3.23e-05,0.004691526,0.001892893,0.035084847,0.000626371,1.55e-06,8.73e-06,3.3e-06,0.000163216,1.26e-06,0.000126633,D10,ZF,R2,3.42453e+11,4.57864506,4,1.44922e+11,1.49814e+11,12136061065,963682230.5,38150613.41,159983521.9,34407755215,17543440708,48,113,317
D10-ZF-R3,0.508594356,0.340489646,0.052940152,0.002808057,8.98e-05,0.000474101,0.094568352,0.051983862,76,221,797,1848,2292,2.54736126,4.72019444,0.001489558,0.052329095,0.022890474,0.047914282,0.013448655,0.020811556,0.016727654,0.045437792,0.025110264,0.040962856,0.008652108,0.005266857,0.010130618,0.04989901,0.005816994,9.76e-06,0.001642492,0.000557042,0.009189539,0.000315903,0.005687723,0.006645835,0.005589481,0.005219992,0.012610054,0.000344445,0.00031443,0.000127797,0.00857182,1.93e-06,0.0041629,0.000344169,0.000278889,0.000184607,9.12e-06,0.010779365,0.000592767,0.440848796,0.010248195,0.000490105,0.010416228,0.003514614,0.000377039,2.32e-05,0.00417487,0.002753446,0.05532681,0.001198515,1.57e-06,9.39e-06,2.03e-06,0.000131388,6.45e-07,9.79e-05,D10,ZF,R3,1.809e+12,4.586261252,7.24,9.20045e+11,6.15944e+11,95768514489,5079762625,162486397.3,857646549.5,1.71074e+11,94038589913,85,245,852
D10-ZH-R1,0.295860167,0.577079524,0.007367708,0.003897154,0.000177887,0.000435433,0.115147195,0.056092356,66,185,697,1788,2231,1.827752362,2.326796603,0.001266316,0.007714944,0.02471301,0.013644497,0.006311121,0.012108414,0.003368096,0.028876414,0.032263904,0.010497036,0.003021437,0.010258223,0.001777786,0.042483491,0.001510452,1.29e-05,0.004045214,0.000493749,0.007820356,0.000463175,0.006616329,0.000852272,0.000363847,0.008001747,0.015708249,0.000348256,7.11e-05,7.23e-05,0.011876294,1.67e-06,0.000382405,0.000230523,0.000234554,6.57e-05,9.81e-06,0.011248232,0.000691948,0.650624434,0.017656703,0.000698033,0.017347387,0.006727522,0.000638862,3.93e-05,0.008018936,0.000278666,0.00651434,0.000243148,2.13e-06,1.08e-05,2.43e-06,0.000184053,5.32e-07,0.000195842,D10,ZH,R1,1.77435e+11,4.598279186,3.84,52495872924,1.02394e+11,1307287367,691490574.6,31563352.73,77260899.39,20431112927,9952732785,35,78,215
D10-ZH-R2,0.295487024,0.56348127,0.024735132,0.003794371,0.000304361,0.000445823,0.111719466,0.054682561,70,194,739,2028,2457,1.917078815,2.453490464,0.001287031,0.009081687,0.022278242,0.015139679,0.006609268,0.013260583,0.00399927,0.028222492,0.029472208,0.012738416,0.003365637,0.009430397,0.003222548,0.0402902,0.001799016,1.46e-05,0.004572768,0.000547204,0.006834894,0.000435319,0.005816254,0.001068053,0.000466584,0.007549984,0.014426385,0.000339007,0.00010865,7.36e-05,0.011682222,1.56e-06,0.000445382,0.00022299,0.00024024,6.79e-05,8.33e-06,0.008887147,0.000687958,0.633249494,0.01908654,0.000770553,0.019695975,0.005637646,0.000621114,3.4e-05,0.007720266,0.000639203,0.022373176,0.00111591,1.56e-06,8.15e-06,2.22e-06,0.000177051,5.99e-07,0.000358833,D10,ZH,R2,13163195000,4.573068816,2.44,3889553313,7417213837,325593363.3,49946039.12,4006366.775,5868456.376,1470585117,719797209.3,14,37,72
D10-ZH-R3,0.295901998,0.579146439,0.01044322,0.004138714,0.000183209,0.000452266,0.109699534,0.05406706,67,181,698,1915,2530,1.828690668,2.326754421,0.001191014,0.009426866,0.023146095,0.013052283,0.006208907,0.011271493,0.003738565,0.025996314,0.029861638,0.010506802,0.003214616,0.008464694,0.002181642,0.048528395,0.001624581,1.25e-05,0.003541005,0.000451555,0.007738528,0.000393728,0.006587432,0.001188029,0.000572185,0.007244069,0.015937764,0.000317752,8.35e-05,7.16e-05,0.011465511,1.31e-06,0.000512567,0.000227171,0.000232265,6.85e-05,9.11e-06,0.010787382,0.000640161,0.650510248,0.018153315,0.000585717,0.017348189,0.005935291,0.000594393,3.51e-05,0.00720634,0.000358347,0.009329001,0.000323921,1.51e-06,7.92e-06,2.75e-06,0.000177582,7.56e-07,0.000203968,D10,ZH,R3,1.26757e+11,4.6049781,2.88,37507605802,73410779510,1323749649,524610340.2,23222948.61,57327874.61,13905167598,6853370328,34,69,179
