Patient,Protocol_1,Protocol_2,Protocols,bcdist
D09,OR,ZH,OR_ZH,0.458560381
D09,OR,ZH,OR_ZH,0.522328459
D09,OR,ZH,OR_ZH,0.607143228
D09,OR,ZR,OR_ZR,0.413870632
D09,OR,ZR,OR_ZR,0.45348255
D09,ZF,NF,ZF_NF,0.315774136
D09,ZF,NF,ZF_NF,0.325336235
D09,ZF,NF,ZF_NF,0.518446052
D09,ZF,OF,ZF_OF,0.18258082
D09,ZF,OF,ZF_OF,0.164523257
D09,ZF,OF,ZF_OF,0.20786722
D09,ZF,OR,ZF_OR,0.398366587
D09,ZF,OR,ZF_OR,0.449933772
D09,ZF,OR,ZF_OR,0.441353735
D09,ZF,ZF,ZF_ZF,0.110251783
D09,ZF,ZF,ZF_ZF,0.095618401
D09,ZF,ZH,ZF_ZH,0.161076694
D09,ZF,ZH,ZF_ZH,0.356652494
D09,ZF,ZH,ZF_ZH,0.36624112
D09,ZF,ZR,ZF_ZR,0.06714395
D09,ZF,ZR,ZF_ZR,0.058304336
D09,ZF,NF,ZF_NF,0.235845322
D09,ZF,NF,ZF_NF,0.236809271
D09,ZF,NF,ZF_NF,0.460675059
D09,ZF,OF,ZF_OF,0.132715786
D09,ZF,OF,ZF_OF,0.125755065
D09,ZF,OF,ZF_OF,0.152264505
D09,ZF,OR,ZF_OR,0.344478108
D09,ZF,OR,ZF_OR,0.449983171
D09,ZF,OR,ZF_OR,0.431079866
D09,ZF,ZF,ZF_ZF,0.110251783
D09,ZF,ZF,ZF_ZF,0.042776803
D09,ZF,ZH,ZF_ZH,0.209263066
D09,ZF,ZH,ZF_ZH,0.412445509
D09,ZF,ZH,ZF_ZH,0.460619163
D09,ZF,ZR,ZF_ZR,0.122528788
D09,ZF,ZR,ZF_ZR,0.152326197
D09,ZF,NF,ZF_NF,0.236432111
D09,ZF,NF,ZF_NF,0.247332925
D09,ZF,NF,ZF_NF,0.448132169
D09,ZF,OF,ZF_OF,0.113083605
D09,ZF,OF,ZF_OF,0.112541134
D09,ZF,OF,ZF_OF,0.134509927
D09,ZF,OR,ZF_OR,0.326168346
D09,ZF,OR,ZF_OR,0.446944435
D09,ZF,OR,ZF_OR,0.42782444
D09,ZF,ZF,ZF_ZF,0.095618401
D09,ZF,ZF,ZF_ZF,0.042776803
D09,ZF,ZH,ZF_ZH,0.190972662
D09,ZF,ZH,ZF_ZH,0.400350384
D09,ZF,ZH,ZF_ZH,0.446056574
D09,ZF,ZR,ZF_ZR,0.127450833
D09,ZF,ZR,ZF_ZR,0.135551338
D09,ZH,NF,ZH_NF,0.355879794
D09,ZH,NF,ZH_NF,0.369715484
D09,ZH,NF,ZH_NF,0.527720025
D09,ZH,OF,ZH_OF,0.199763442
D09,ZH,OF,ZH_OF,0.181598772
D09,ZH,OF,ZH_OF,0.216820115
D09,ZH,OR,ZH_OR,0.361291977
D09,ZH,OR,ZH_OR,0.421732447
D09,ZH,OR,ZH_OR,0.458560381
D09,ZH,ZF,ZH_ZF,0.161076694
D09,ZH,ZF,ZH_ZF,0.209263066
D09,ZH,ZF,ZH_ZF,0.190972662
D09,ZH,ZH,ZH_ZH,0.23485734
D09,ZH,ZH,ZH_ZH,0.343599604
D09,ZH,ZR,ZH_ZR,0.192663564
D09,ZH,ZR,ZH_ZR,0.169139172
D09,ZH,NF,ZH_NF,0.539635304
D09,ZH,NF,ZH_NF,0.552956076
D09,ZH,NF,ZH_NF,0.736664991
D09,ZH,OF,ZH_OF,0.387765596
D09,ZH,OF,ZH_OF,0.356603412
D09,ZH,OF,ZH_OF,0.399751127
D09,ZH,OR,ZH_OR,0.555031837
D09,ZH,OR,ZH_OR,0.537258885
D09,ZH,OR,ZH_OR,0.522328459
D09,ZH,ZF,ZH_ZF,0.356652494
D09,ZH,ZF,ZH_ZF,0.412445509
D09,ZH,ZF,ZH_ZF,0.400350384
D09,ZH,ZH,ZH_ZH,0.23485734
D09,ZH,ZH,ZH_ZH,0.226954795
D09,ZH,ZR,ZH_ZR,0.336535282
D09,ZH,ZR,ZH_ZR,0.366328636
D09,ZH,NF,ZH_NF,0.59564708
D09,ZH,NF,ZH_NF,0.609141138
D09,ZH,NF,ZH_NF,0.841053717
D09,ZH,OF,ZH_OF,0.484858901
D09,ZH,OF,ZH_OF,0.465128783
D09,ZH,OF,ZH_OF,0.482120741
D09,ZH,OR,ZH_OR,0.672044752
D09,ZH,OR,ZH_OR,0.678643692
D09,ZH,OR,ZH_OR,0.607143228
D09,ZH,ZF,ZH_ZF,0.36624112
D09,ZH,ZF,ZH_ZF,0.460619163
D09,ZH,ZF,ZH_ZF,0.446056574
D09,ZH,ZH,ZH_ZH,0.343599604
D09,ZH,ZH,ZH_ZH,0.226954795
D09,ZH,ZR,ZH_ZR,0.349300243
D09,ZH,ZR,ZH_ZR,0.348849196
D09,ZR,NF,ZR_NF,0.319678703
D09,ZR,NF,ZR_NF,0.327330159
D09,ZR,NF,ZR_NF,0.563761138
D09,ZR,OF,ZR_OF,0.22055197
D09,ZR,OF,ZR_OF,0.204618469
D09,ZR,OF,ZR_OF,0.242194667
D09,ZR,OR,ZR_OR,0.432058389
D09,ZR,OR,ZR_OR,0.454993333
D09,ZR,OR,ZR_OR,0.413870632
D09,ZR,ZF,ZR_ZF,0.06714395
D09,ZR,ZF,ZR_ZF,0.122528788
D09,ZR,ZF,ZR_ZF,0.127450833
D09,ZR,ZH,ZR_ZH,0.192663564
D09,ZR,ZH,ZR_ZH,0.336535282
D09,ZR,ZH,ZR_ZH,0.349300243
D09,ZR,ZR,ZR_ZR,0.102877422
D09,ZR,NF,ZR_NF,0.354849664
D09,ZR,NF,ZR_NF,0.368592351
D09,ZR,NF,ZR_NF,0.527719817
D09,ZR,OF,ZR_OF,0.210270713
D09,ZR,OF,ZR_OF,0.193692729
D09,ZR,OF,ZR_OF,0.236313338
D09,ZR,OR,ZR_OR,0.399009476
D09,ZR,OR,ZR_OR,0.446001693
D09,ZR,OR,ZR_OR,0.45348255
D09,ZR,ZF,ZR_ZF,0.058304336
D09,ZR,ZF,ZR_ZF,0.152326197
D09,ZR,ZF,ZR_ZF,0.135551338
D09,ZR,ZH,ZR_ZH,0.169139172
D09,ZR,ZH,ZR_ZH,0.366328636
D09,ZR,ZH,ZR_ZH,0.348849196
D09,ZR,ZR,ZR_ZR,0.102877422
D10,NF,NF,NF_NF,0.483647598
D10,NF,NF,NF_NF,0.256317404
D10,NF,OF,NF_OF,0.577228822
D10,NF,OF,NF_OF,0.602957846
D10,NF,OF,NF_OF,0.593609137
D10,NF,ZF,NF_ZF,0.438128914
D10,NF,ZF,NF_ZF,0.425538434
D10,NF,ZF,NF_ZF,0.446163572
D10,NF,ZH,NF_ZH,0.740153734
D10,NF,ZH,NF_ZH,0.736176472
D10,NF,ZH,NF_ZH,0.750142284
D10,NF,ZR,NF_ZR,0.530522178
D10,NF,ZR,NF_ZR,0.575114883
D10,NF,ZR,NF_ZR,0.430541714
D10,NF,NF,NF_NF,0.483647598
D10,NF,NF,NF_NF,0.499654976
D10,NF,OF,NF_OF,0.477818092
D10,NF,OF,NF_OF,0.623060519
D10,NF,OF,NF_OF,0.610057652
D10,NF,ZF,NF_ZF,0.522813876
D10,NF,ZF,NF_ZF,0.49435298
D10,NF,ZF,NF_ZF,0.530184173
D10,NF,ZH,NF_ZH,0.776026539
D10,NF,ZH,NF_ZH,0.766086669
D10,NF,ZH,NF_ZH,0.783653831
D10,NF,ZR,NF_ZR,0.568442478
D10,NF,ZR,NF_ZR,0.580982537
D10,NF,ZR,NF_ZR,0.537237575
D10,NF,NF,NF_NF,0.256317404
D10,NF,NF,NF_NF,0.499654976
D10,NF,OF,NF_OF,0.54337815
D10,NF,OF,NF_OF,0.679153725
D10,NF,OF,NF_OF,0.670973737
D10,NF,ZF,NF_ZF,0.558119878
D10,NF,ZF,NF_ZF,0.549368199
D10,NF,ZF,NF_ZF,0.566134652
D10,NF,ZH,NF_ZH,0.815927043
D10,NF,ZH,NF_ZH,0.807280631
D10,NF,ZH,NF_ZH,0.824548371
D10,NF,ZR,NF_ZR,0.61285549
D10,NF,ZR,NF_ZR,0.66243169
D10,NF,ZR,NF_ZR,0.569000423
D10,OF,NF,OF_NF,0.577228822
D10,OF,NF,OF_NF,0.477818092
D10,OF,NF,OF_NF,0.54337815
D10,OF,OF,OF_OF,0.597215297
D10,OF,OF,OF_OF,0.591411427
D10,OF,ZF,OF_ZF,0.546623741
D10,OF,ZF,OF_ZF,0.538501597
D10,OF,ZF,OF_ZF,0.549331211
D10,OF,ZH,OF_ZH,0.728140801
D10,OF,ZH,OF_ZH,0.720561928
D10,OF,ZH,OF_ZH,0.737969231
D10,OF,ZR,OF_ZR,0.573109699
D10,OF,ZR,OF_ZR,0.588984866
D10,OF,ZR,OF_ZR,0.537008192
D10,OF,NF,OF_NF,0.602957846
D10,OF,NF,OF_NF,0.623060519
D10,OF,NF,OF_NF,0.679153725
D10,OF,OF,OF_OF,0.597215297
D10,OF,OF,OF_OF,0.03937906
D10,OF,ZF,OF_ZF,0.221293841
D10,OF,ZF,OF_ZF,0.23070959
D10,OF,ZF,OF_ZF,0.216296047
D10,OF,ZH,OF_ZH,0.191750064
D10,OF,ZH,OF_ZH,0.188221741
D10,OF,ZH,OF_ZH,0.195043131
D10,OF,ZR,OF_ZR,0.099200055
D10,OF,ZR,OF_ZR,0.082529274
D10,OF,ZR,OF_ZR,0.262390745
D10,OF,NF,OF_NF,0.593609137
D10,OF,NF,OF_NF,0.610057652
D10,OF,NF,OF_NF,0.670973737
D10,OF,OF,OF_OF,0.591411427
D10,OF,OF,OF_OF,0.03937906
D10,OF,ZF,OF_ZF,0.210024815
D10,OF,ZF,OF_ZF,0.224062432
D10,OF,ZF,OF_ZF,0.213556278
D10,OF,ZH,OF_ZH,0.203365984
D10,OF,ZH,OF_ZH,0.199793169
D10,OF,ZH,OF_ZH,0.207836932
D10,OF,ZR,OF_ZR,0.086502198
D10,OF,ZR,OF_ZR,0.084018367
D10,OF,ZR,OF_ZR,0.259192405
D10,ZF,NF,ZF_NF,0.438128914
D10,ZF,NF,ZF_NF,0.522813876
D10,ZF,NF,ZF_NF,0.558119878
D10,ZF,OF,ZF_OF,0.546623741
D10,ZF,OF,ZF_OF,0.221293841
D10,ZF,OF,ZF_OF,0.210024815
D10,ZF,ZF,ZF_ZF,0.05595032
D10,ZF,ZF,ZF_ZF,0.076651471
D10,ZF,ZH,ZF_ZH,0.399155104
D10,ZF,ZH,ZF_ZH,0.39571496
D10,ZF,ZH,ZF_ZH,0.402164461
D10,ZF,ZR,ZF_ZR,0.164755772
D10,ZF,ZR,ZF_ZR,0.184591175
D10,ZF,ZR,ZF_ZR,0.092836817
D10,ZF,NF,ZF_NF,0.425538434
D10,ZF,NF,ZF_NF,0.49435298
D10,ZF,NF,ZF_NF,0.549368199
D10,ZF,OF,ZF_OF,0.538501597
D10,ZF,OF,ZF_OF,0.23070959
D10,ZF,OF,ZF_OF,0.224062432
D10,ZF,ZF,ZF_ZF,0.05595032
D10,ZF,ZF,ZF_ZF,0.060941237
D10,ZF,ZH,ZF_ZH,0.410122744
D10,ZF,ZH,ZF_ZH,0.405605067
D10,ZF,ZH,ZF_ZH,0.41306516
D10,ZF,ZR,ZF_ZR,0.162134811
D10,ZF,ZR,ZF_ZR,0.18630956
D10,ZF,ZR,ZF_ZR,0.077162698
D10,ZF,NF,ZF_NF,0.446163572
D10,ZF,NF,ZF_NF,0.530184173
D10,ZF,NF,ZF_NF,0.566134652
D10,ZF,OF,ZF_OF,0.549331211
D10,ZF,OF,ZF_OF,0.216296047
D10,ZF,OF,ZF_OF,0.213556278
D10,ZF,ZF,ZF_ZF,0.076651471
D10,ZF,ZF,ZF_ZF,0.060941237
D10,ZF,ZH,ZF_ZH,0.381278226
D10,ZF,ZH,ZF_ZH,0.377872994
D10,ZF,ZH,ZF_ZH,0.383704953
D10,ZF,ZR,ZF_ZR,0.165305412
D10,ZF,ZR,ZF_ZR,0.182999345
D10,ZF,ZR,ZF_ZR,0.070214377
D10,ZH,NF,ZH_NF,0.740153734
D10,ZH,NF,ZH_NF,0.776026539
D10,ZH,NF,ZH_NF,0.815927043
D10,ZH,OF,ZH_OF,0.728140801
D10,ZH,OF,ZH_OF,0.191750064
D10,ZH,OF,ZH_OF,0.203365984
D10,ZH,ZF,ZH_ZF,0.399155104
D10,ZH,ZF,ZH_ZF,0.410122744
D10,ZH,ZF,ZH_ZF,0.381278226
D10,ZH,ZH,ZH_ZH,0.017395567
D10,ZH,ZH,ZH_ZH,0.017411409
D10,ZH,ZR,ZH_ZR,0.259452058
D10,ZH,ZR,ZH_ZR,0.239583024
D10,ZH,ZR,ZH_ZR,0.419894678
D10,ZH,NF,ZH_NF,0.736176472
D10,ZH,NF,ZH_NF,0.766086669
D10,ZH,NF,ZH_NF,0.807280631
D10,ZH,OF,ZH_OF,0.720561928
D10,ZH,OF,ZH_OF,0.188221741
D10,ZH,OF,ZH_OF,0.199793169
D10,ZH,ZF,ZH_ZF,0.39571496
D10,ZH,ZF,ZH_ZF,0.405605067
D10,ZH,ZF,ZH_ZF,0.377872994
D10,ZH,ZH,ZH_ZH,0.017395567
D10,ZH,ZH,ZH_ZH,0.021035019
D10,ZH,ZR,ZH_ZR,0.257259966
D10,ZH,ZR,ZH_ZR,0.235821233
D10,ZH,ZR,ZH_ZR,0.416451556
D10,ZH,NF,ZH_NF,0.750142284
D10,ZH,NF,ZH_NF,0.783653831
D10,ZH,NF,ZH_NF,0.824548371
D10,ZH,OF,ZH_OF,0.737969231
D10,ZH,OF,ZH_OF,0.195043131
D10,ZH,OF,ZH_OF,0.207836932
D10,ZH,ZF,ZH_ZF,0.402164461
D10,ZH,ZF,ZH_ZF,0.41306516
D10,ZH,ZF,ZH_ZF,0.383704953
D10,ZH,ZH,ZH_ZH,0.017411409
D10,ZH,ZH,ZH_ZH,0.021035019
D10,ZH,ZR,ZH_ZR,0.264853022
D10,ZH,ZR,ZH_ZR,0.24279933
D10,ZH,ZR,ZH_ZR,0.422573743
D10,ZR,NF,ZR_NF,0.530522178
D10,ZR,NF,ZR_NF,0.568442478
D10,ZR,NF,ZR_NF,0.61285549
D10,ZR,OF,ZR_OF,0.573109699
D10,ZR,OF,ZR_OF,0.099200055
D10,ZR,OF,ZR_OF,0.086502198
D10,ZR,ZF,ZR_ZF,0.164755772
D10,ZR,ZF,ZR_ZF,0.162134811
D10,ZR,ZF,ZR_ZF,0.165305412
D10,ZR,ZH,ZR_ZH,0.259452058
D10,ZR,ZH,ZR_ZH,0.257259966
D10,ZR,ZH,ZR_ZH,0.264853022
D10,ZR,ZR,ZR_ZR,0.060947649
D10,ZR,ZR,ZR_ZR,0.210788832
D10,ZR,NF,ZR_NF,0.575114883
D10,ZR,NF,ZR_NF,0.580982537
D10,ZR,NF,ZR_NF,0.66243169
D10,ZR,OF,ZR_OF,0.588984866
D10,ZR,OF,ZR_OF,0.082529274
D10,ZR,OF,ZR_OF,0.084018367
D10,ZR,ZF,ZR_ZF,0.184591175
D10,ZR,ZF,ZR_ZF,0.18630956
D10,ZR,ZF,ZR_ZF,0.182999345
D10,ZR,ZH,ZR_ZH,0.239583024
D10,ZR,ZH,ZR_ZH,0.235821233
D10,ZR,ZH,ZR_ZH,0.24279933
D10,ZR,ZR,ZR_ZR,0.060947649
D10,ZR,ZR,ZR_ZR,0.226798543
D10,ZR,NF,ZR_NF,0.430541714
D10,ZR,NF,ZR_NF,0.537237575
D10,ZR,NF,ZR_NF,0.569000423
D10,ZR,OF,ZR_OF,0.537008192
D10,ZR,OF,ZR_OF,0.262390745
D10,ZR,OF,ZR_OF,0.259192405
D10,ZR,ZF,ZR_ZF,0.092836817
D10,ZR,ZF,ZR_ZF,0.077162698
D10,ZR,ZF,ZR_ZF,0.070214377
D10,ZR,ZH,ZR_ZH,0.419894678
D10,ZR,ZH,ZR_ZH,0.416451556
D10,ZR,ZH,ZR_ZH,0.422573743
D10,ZR,ZR,ZR_ZR,0.210788832
D10,ZR,ZR,ZR_ZR,0.226798543
